label,time_filter,capture_start_utc,capture_end_utc,experiment_id,condition_label,transport,payload_bytes,frame_bytes,target_fps,target_rate_kib_s,read_limit_kib_s,distance_m,fps_mean,rate_kib_s_mean,loss_rate_max,crc_errors_total,interval_jitter_ms_mean,latency_p95_ms,latency_p99_ms,longest_missing_run,summary_path,bandwidth_jitter_kib_s_max,bandwidth_jitter_kib_s_mean,db_path,duration_s,expected_frames,fps_max,fps_min,frame_count,generated_at,interval_jitter_ms_max,latency_avg_ms,latency_count,latency_p50_ms,latency_window_p95_max_ms,loss_rate_mean,missing_frames_by_gaps,missing_frames_window_sum,old_frames_total,rate_kib_s_max,rate_kib_s_min,seq_max,seq_min,total_missing_by_seq
udp-1k-100fps,last 2 minutes,2026-08-10T15:18:46.228108+00:00,2026-08-10T15:20:46.220856+00:00,udp-1k-100fps-001,udp-1k-100fps,udp,1024,1038,100,101.3671875,,,102.99192240983525,104.40001509903223,0.0,0,20.24196975568607,5085.842900000001,8481.112418000004,0,reports\bandwidth_summary_20260810_232047.csv,84.50441397501775,22.756050004657844,captures\bandwidth_capture.sqlite3,119.9927479,12099,541.6472364191683,0.22170402109682752,11996,2026-08-10T15:20:47.686236+00:00,33.82700680056244,5007.199413554839,12099,4887.5181,9423.206,0.0,0,0,0,549.0525697295866,0.2247351307602607,14698,2600,103
udp-1k-250fps,last 1 minutes,2026-08-10T15:26:02.940953+00:00,2026-08-10T15:27:02.940466+00:00,udp-1k-250fps-001,udp-1k-250fps,udp,1024,1038,250,253.41796875,,,250.00219959108074,253.42019841361505,0.0,0,11.189391414143302,,,0,reports\bandwidth_summary_20260810_232704.csv,63.40501004101322,5.7569220437374815,captures\bandwidth_capture.sqlite3,59.9995135,14994,252.1002056133282,247.71396439452926,14994,2026-08-10T15:27:04.240469+00:00,17.085445528349858,,0,,,0.0,0,0,15104,255.5468881119479,251.1006787514857,21230,6237,0
udp-1k-500fps,last 1 minutes,2026-08-10T15:32:04.101619+00:00,2026-08-10T15:33:04.101288+00:00,udp-1k-500fps-001,udp-1k-500fps,udp,1024,1038,500,506.8359375,,,500.00408597954635,506.840079342548,0.0,0,8.11525150763689,5076.60525,5117.27786,0,reports\bandwidth_summary_20260810_233305.csv,152.34460305218516,18.99202526674718,captures\bandwidth_capture.sqlite3,59.9996689,30033,528.0664860463396,472.96923051067023,30033,2026-08-10T15:33:05.405848+00:00,11.268223734699884,4952.843309952203,30546,4928.7564999999995,5161.61851,0.0,0,0,30618,535.2861450352544,479.4356067090583,43243,13211,0
udp-1k-800fps,last 1 minutes,2026-08-10T15:41:44.940507+00:00,2026-08-10T15:42:44.915594+00:00,udp-1k-800fps-001,udp-1k-800fps,udp,1024,1038,800,810.9375,,,790.7285461847099,801.5392880270789,0.06691449814126393,0,6.832471326129507,,,38,reports\bandwidth_summary_20260810_234246.csv,261.8031326191336,53.85571912849703,captures\bandwidth_capture.sqlite3,59.9750866,47700,857.7089793427664,725.7580322698633,47492,2026-08-10T15:42:46.341591+00:00,9.94770654209438,,0,,,0.005004581506061444,208,249,0,869.4354692947182,735.6805053673029,68265,20566,208
udp-1k-1000fps,last 1 minutes,2026-08-10T15:57:47.272052+00:00,2026-08-10T15:58:48.271508+00:00,udp-1k-1000fps-001,udp-1k-1000fps,udp,1024,1038,1000,1013.671875,,,792.2518045634538,803.0833722039698,0.01600985221674877,0,6.422845726244335,,,12,reports\bandwidth_summary_20260810_235849.csv,30.824233785194792,25.956182325932126,captures\bandwidth_capture.sqlite3,60.9994566,48472,865.9186902364423,729.5024144239711,48435,2026-08-10T15:58:49.161126+00:00,10.753752271078582,,0,,,0.0007670548420453626,37,37,0,877.7574223295187,739.4760802461739,512395,463924,37
udp-1k-1200fps,last 1 minutes,2026-08-10T16:08:46.093313+00:00,2026-08-10T16:09:45.933287+00:00,udp-1k-1200fps-001,udp-1k-1200fps,udp,1024,1038,1200,1216.40625,,,741.9915423440432,752.1359579620282,0.024226110363391656,0,7.025084479690143,4826.340410000001,4874.538511000001,18,reports\bandwidth_summary_20260811_000947.csv,35.67246142581372,26.51733541894631,captures\bandwidth_capture.sqlite3,59.8399737,44590,808.397501342383,675.0250193198448,44514,2026-08-10T16:09:47.199300+00:00,8.54722453859051,4705.769050606551,44514,4680.8602,4952.3247,0.0016968755349763016,76,76,0,819.4498109310483,684.2538770058583,100356,55767,76
