db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,transport,payload_bytes,frame_bytes,target_fps,target_rate_kib_s,read_limit_kib_s,distance_m
captures\udp_max_throughput_20260812_143857_run3\bandwidth_capture.sqlite3,2026-08-12T06:40:58.581150+00:00,2026-08-12T06:38:58.128357+00:00,2026-08-12T06:40:58.142116+00:00,all data,92288,120.0137594,3551373,3644043,92671,383,383,39,383,0.004079364264865319,0.05906040268456376,0,0,768.9734506189494,583.7416359521684,923.5810636298393,779.4867595141304,591.722478631202,936.2081484841534,7.114287852706496,19.65519204989445,43.82618474713519,90.39325605575169,92288,1213.2704302390343,1192.97505,1364.7916500000001,1453.0028750000006,1623.87317,udp-max-throughput-001,udp-max-throughput,udp,1024,1038,unlimited,,,
