db_path,generated_at,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms
captures\bandwidth_capture.sqlite3,2026-07-31T22:03:50.098910+00:00,last 10 minutes,11526,599.8348158,387984,399520,11537,11,11,1,0,0.0,0.0,0,0,19.96862679002325,6.739757653473098,21.829985886919683,80.14751572948786,27.05117573806097,87.61840038597647,53.352949205414156,589.5562424460164,2.091644492114931,14.829829744426265,11526,1076.9269965295853,1055.156,1208.032575,1292.443875,3296.3407749999997
