db_path,generated_at,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms
captures\bandwidth_capture.sqlite3,2026-07-31T22:03:14.093590+00:00,last 10 minutes,11525,599.8903457,387268,398803,11536,11,0,0.0,0.0,0,0,19.966735835881398,6.739757653473098,21.829985886919683,80.13992606003178,27.05117573806097,87.61840038597647,53.48096688138306,589.5562424460164,2.082773104009027,14.829829744426265,11525,1078.4365990021693,1056.3298,1210.13346,1295.0452080000005,3296.3407749999997
