db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms
captures\bandwidth_capture.sqlite3,2026-08-01T02:44:51.484622+00:00,2026-08-01T02:29:40.064714+00:00,2026-08-01T02:44:40.046203+00:00,last 15 minutes,17746,899.9814885,684520,702271,17752,6,6,1,0,0.0,0.0,0,0,19.99083741255906,17.12070166764337,21.751663433726783,80.23666188048605,68.7168787636858,87.30403975841512,50.112980008226394,81.44070643893065,2.0207479151523096,5.202606466260927,17746,1025.4241908204665,1013.4440999999999,1145.200925,1188.349435,1369.7291
