db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,read_limit_kib_s,distance_m
captures\bandwidth_capture.sqlite3,2026-08-01T03:05:08.487653+00:00,2026-08-01T03:04:14.156801+00:00,2026-08-01T03:04:57.160393+00:00,last 0.8 minutes,860,43.0035915,702975,703834,860,0,0,0,0,0.0,0.0,0,0,19.99149425427617,19.298425055466332,20.77543623221843,80.23929822761235,77.45754587692053,83.38578409611107,51.124167883167644,65.40269316873471,1.810404698209719,2.727051485880665,860,1158.4815531395348,1147.35495,1280.27338,1317.8825929999998,1321.4133,baseline-near-001,baseline-near,,1
