db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,read_limit_kib_s,distance_m
captures\bandwidth_capture.sqlite3,2026-08-01T03:06:06.470006+00:00,2026-08-01T03:05:16.622207+00:00,2026-08-01T03:05:58.132085+00:00,last 0.8 minutes,718,41.5098781,703854,704573,720,2,2,1,0,0.0,0.0,0,0,17.541009844976916,15.435682261569717,19.515873626129792,70.40385787388196,61.95376376469876,78.3303130892514,153.6178958277178,221.08444464059994,4.567458980274001,10.323860869086676,718,2310.2554401114207,2388.9853000000003,3196.4189699999997,3372.560649,3439.08071,throttle-100kib-001,throttle-100kib,100.0,
