db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,transport,payload_bytes,frame_bytes,target_fps,target_rate_kib_s,read_limit_kib_s,distance_m
captures\bandwidth_capture.sqlite3,2026-08-10T16:09:47.199300+00:00,2026-08-10T16:08:46.093313+00:00,2026-08-10T16:09:45.933287+00:00,last 1 minutes,44514,59.8399737,55767,100356,44590,76,76,18,76,0.0016968755349763016,0.024226110363391656,0,0,741.9915423440432,675.0250193198448,808.397501342383,752.1359579620282,684.2538770058583,819.4498109310483,7.025084479690143,8.54722453859051,26.51733541894631,35.67246142581372,44514,4705.769050606551,4680.8602,4826.340410000001,4874.538511000001,4952.3247,udp-1k-1200fps-001,udp-1k-1200fps,udp,1024,1038,1200,1216.40625,,
