db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms
captures\bandwidth_capture.sqlite3,2026-08-01T02:21:41.142899+00:00,2026-08-01T01:49:35.960486+00:00,2026-08-01T01:59:35.920548+00:00,last 10 minutes,11958,599.9600626,668830,680788,11959,1,1,1,0,0.0,0.0,0,0,20.000006167849254,18.654353484273965,20.912714512169327,80.27346225572309,74.87245392613868,83.93677406739837,51.48996591880597,102.57982494772291,2.0619290768271434,4.976203075568841,11958,1038.010485950828,1022.04505,1166.08817,1214.012503,1372.1002
