cluster_id	ContamPct
0	100.6
1	97.8
2	3.6
3	50.1
4	80.3
5	39.7
6	37.4
7	92.9
8	53.9
9	0.0
10	76.9
11	67.8
12	72.5
13	68.9
14	65.9
15	51.3
16	53.2
17	92.9
18	48.8
19	10.6
20	0.0
21	0.0
22	0.0
23	126.9
24	106.0
25	0.0
26	70.1
27	19.9
28	116.3
29	7.1
30	79.5
31	74.9
32	86.5
33	0.0
34	0.0
35	116.7
36	0.0
37	0.0
38	120.1
39	64.0
40	109.9
41	107.3
42	92.3
43	110.1
44	0.0
45	15.0
46	130.3
47	132.6
48	101.4
49	134.4
50	3.5
51	70.4
52	180.1
53	63.7
54	0.0
55	0.0
56	302.2
57	184.0
58	150.9
59	0.0
60	8.5
61	137.5
62	203.0
63	126.4
64	121.5
65	95.5
66	0.0
67	0.0
68	0.0
69	146.3
70	194.7
71	101.5
72	122.9
73	97.6
74	151.7
75	67.1
76	100.5
77	67.4
78	98.6
79	14.9
80	138.6
81	128.7
82	116.5
83	145.4
84	58.0
85	100.9
86	79.2
87	128.0
88	44.1
89	58.9
90	143.3
91	111.6
92	87.3
93	52.2
94	81.0
95	59.7
96	100.0
97	95.0
98	88.7
99	27.3
100	96.0
101	19.5
102	71.4
103	43.8
104	119.6
105	105.6
106	0.0
107	107.8
108	184.3
109	169.8
110	29.1
111	9.9
112	93.3
113	121.4
114	42.0
115	90.7
116	119.4
117	87.0
118	73.1
119	114.2
120	60.2
121	139.7
122	20.4
123	60.6
124	82.7
125	53.9
126	62.0
127	0.0
128	103.8
129	106.6
130	84.8
131	63.9
132	26.4
133	82.9
134	126.0
135	0.0
136	100.3
137	0.0
138	156.7
139	4.4
140	0.0
141	0.0
142	70.5
143	80.8
144	99.2
145	84.6
146	125.4
147	182.2
148	0.0
149	0.0
150	126.0
151	108.2
152	103.1
153	111.4
154	68.3
155	41.1
156	42.3
157	58.6
158	35.1
159	22.8
160	0.0
161	107.6
162	120.8
163	223.9
164	56.1
165	95.7
166	54.5
167	71.3
168	18.6
169	60.5
170	119.6
171	101.8
172	0.0
173	61.8
174	109.7
175	95.7
176	87.0
177	33.6
178	49.3
179	150.2
180	0.0
181	67.2
182	65.0
183	76.8
184	94.1
185	0.0
186	4.3
187	0.0
188	80.8
189	1.4
190	140.1
191	16.7
192	104.4
193	54.0
194	61.3
195	77.8
196	0.0
197	0.0
198	67.5
199	115.1
200	19.6
201	102.0
202	52.3
203	54.0
204	52.5
205	1.4
206	25.1
207	58.7
208	117.9
209	43.6
210	111.5
211	45.4
212	55.9
213	52.8
214	25.6
215	106.7
216	105.7
217	67.7
218	98.2
219	59.9
220	60.7
221	73.9
222	59.3
223	76.1
224	34.8
225	54.2
226	52.7
227	55.3
228	65.6
229	58.5
230	52.2
231	60.7
232	60.4
233	64.8
234	63.7
235	52.9
236	49.9
237	62.6
238	57.1
239	28.5
240	41.0
241	49.2
242	32.3
243	50.9
244	67.5
245	61.4
246	68.7
247	47.1
248	59.0
249	42.8
250	60.6
251	57.9
252	43.7
253	57.2
254	45.9
255	45.3
256	59.1
257	50.5
258	55.9
259	50.3
260	54.0
261	47.4
262	67.2
263	49.2
264	52.7
265	82.6
266	58.4
267	73.3
268	76.4
269	22.1
270	37.2
271	44.1
272	54.7
273	54.5
274	60.4
275	58.4
276	18.8
277	71.0
278	72.3
279	59.5
280	106.8
281	65.6
282	105.8
283	61.9
284	76.7
285	86.7
286	105.0
287	86.0
288	155.7
289	126.7
290	68.3
291	107.7
292	134.5
293	78.0
294	177.8
295	514.3
296	223.3
297	142.1
298	122.2
299	145.1
300	14.8
301	2.7
302	58.2
303	157.6
304	80.3
305	130.9
306	136.9
307	92.6
308	81.2
309	112.6
310	130.8
311	80.0
312	173.7
313	86.6
314	80.7
315	62.7
316	25.7
317	146.1
318	123.7
319	71.8
320	144.9
321	80.9
322	0.0
323	0.0
324	0.0
325	124.3
326	148.2
327	190.4
328	126.7
329	70.8
330	80.8
331	0.0
332	30.7
333	42.7
334	72.5
335	247.1
336	85.9
337	113.7
338	63.7
339	161.6
340	293.5
341	0.0
342	190.5
343	176.3
344	183.8
345	202.2
346	50.6
347	132.1
348	285.2
349	76.9
350	238.1
351	78.1
352	65.0
353	173.1
354	135.6
355	173.7
356	72.6
357	29.1
358	173.0
359	110.1
360	42.9
361	98.6
362	114.1
363	85.6
364	108.7
365	81.6
366	113.5
367	78.6
368	32.2
369	51.6
370	45.6
371	65.0
372	55.7
373	79.0
374	74.7
375	63.6
376	70.3
377	32.3
378	39.9
379	64.7
380	49.7
381	70.9
382	67.1
383	71.2
384	0.0
385	64.2
386	69.1
387	69.0
388	36.5
389	66.4
390	94.8
391	56.1
392	64.6
393	47.5
394	70.7
395	49.7
396	71.7
397	71.7
398	55.8
399	71.0
400	69.4
401	2.5
402	49.7
403	71.1
404	51.1
405	76.8
406	25.8
407	93.0
408	97.0
409	67.8
410	83.6
411	91.1
412	56.0
413	20.5
414	42.3
415	62.9
416	38.6
417	112.1
418	95.8
419	92.9
420	110.0
421	71.8
422	83.2
423	51.7
424	52.2
425	57.5
426	100.1
427	107.3
428	69.4
429	65.5
430	39.6
431	17.4
432	47.1
433	71.4
434	86.5
435	103.9
436	85.6
