cluster_id	ContamPct
0	15.2
1	15.7
2	46.6
3	78.7
4	104.6
5	0.0
6	0.0
7	282.8
8	6.6
9	0.0
10	0.0
11	8.3
12	62.0
13	34.1
14	21.8
15	0.0
16	86.1
17	0.0
18	31.1
19	75.8
20	6.4
21	35.7
22	0.0
23	0.0
24	51.7
25	0.0
26	0.0
27	3.4
28	7.5
29	0.0
30	57.2
31	3.0
32	62.5
33	0.0
34	60.6
35	333.3
36	28.7
37	0.0
38	100.5
39	0.0
40	0.0
41	0.0
42	15.6
43	0.0
44	67.3
45	0.0
46	88.6
47	0.0
48	0.0
49	0.0
50	0.0
51	63.7
52	130.4
53	0.0
54	145.8
55	76.9
56	0.0
57	0.0
58	142.2
59	94.1
60	0.0
61	0.0
62	0.0
63	60.0
64	27.5
65	137.4
66	225.5
67	0.0
68	23.1
69	128.0
70	0.0
71	0.0
72	24.3
73	0.0
74	0.0
75	9.9
76	30.0
77	3.6
78	3.0
79	74.7
80	26.8
81	28.6
82	105.3
83	0.0
84	0.0
85	4.5
86	0.0
87	0.0
88	0.0
89	0.0
90	0.0
91	22.4
92	26.3
93	80.3
94	2.2
95	77.2
96	0.0
97	0.0
98	0.0
99	46.9
100	20.4
101	2.2
102	13.4
103	0.0
104	18.1
105	0.0
106	83.8
107	10.7
108	1.4
109	0.0
110	71.5
111	19.3
112	0.0
113	20.4
114	38.6
115	68.6
116	0.0
117	0.0
118	66.6
119	0.0
120	30.3
121	0.0
122	113.7
123	0.0
124	0.0
125	32.9
126	0.0
127	0.0
128	0.0
129	2.3
130	0.0
131	14.2
132	0.0
133	0.0
134	75.5
135	0.0
136	27.9
137	1.6
138	32.4
139	32.4
140	144.1
141	42.2
142	17.8
143	11.8
144	0.0
145	87.2
146	0.0
147	0.0
148	0.0
149	7.1
150	0.0
151	67.4
152	0.0
153	20.3
154	16.3
155	23.3
156	18.7
157	39.2
158	93.2
159	0.0
160	0.0
161	0.0
162	0.0
163	15.6
164	12.7
165	0.0
166	37.4
167	11.8
168	41.9
169	24.0
170	0.0
171	17.7
172	0.0
173	21.9
174	37.4
175	7.6
176	93.5
177	13.5
178	0.0
179	15.8
180	33.0
181	69.1
182	0.0
183	48.6
184	0.0
185	0.0
186	30.3
187	1.3
188	62.5
189	0.0
190	24.6
191	0.0
192	133.3
193	9.8
194	43.6
195	0.0
196	27.4
197	0.0
198	0.0
199	0.0
200	93.1
201	0.0
202	0.0
203	0.0
204	0.0
205	15.3
206	95.4
207	72.8
208	78.0
209	0.0
210	0.0
211	205.9
212	0.0
213	71.3
214	110.3
215	227.7
216	208.2
217	195.3
218	390.1
219	274.3
220	0.0
221	151.4
222	0.0
223	4.3
224	167.3
225	61.6
226	66.9
227	93.6
228	49.8
229	35.9
230	7.7
231	0.0
232	134.7
233	127.3
234	0.0
235	146.0
236	167.8
237	260.1
238	0.0
239	0.0
240	0.0
241	0.0
242	0.0
243	136.3
244	0.0
245	0.0
246	16.8
247	0.0
248	169.0
249	0.0
250	286.6
251	145.5
252	19.2
253	40.7
254	41.0
255	0.0
256	727.3
257	666.7
258	0.0
259	230.5
260	73.7
261	581.8
262	79.4
263	0.0
264	259.2
265	0.0
266	0.0
267	194.6
268	225.2
269	299.7
270	160.0
271	11.9
272	201.6
273	156.9
274	135.5
275	130.0
276	86.7
277	177.0
278	159.4
279	261.4
280	109.6
281	105.4
282	197.2
283	201.4
284	175.9
285	13.7
286	123.8
287	185.7
288	26.0
289	58.8
290	176.1
291	171.3
292	0.0
293	0.0
294	213.1
295	221.5
296	14.0
297	28.3
298	44.9
299	58.1
300	112.5
301	106.8
302	2.3
303	139.5
304	81.1
305	47.4
306	203.9
307	33.8
308	41.5
309	60.0
310	0.0
311	164.3
312	0.0
313	106.3
314	1.1
315	0.0
316	13.6
317	82.9
318	0.0
319	0.0
320	29.7
321	54.7
322	0.0
323	0.0
324	34.1
325	0.0
326	0.0
327	131.1
328	0.0
329	92.1
330	114.7
331	0.0
332	0.0
333	0.0
334	40.4
335	79.1
336	86.2
337	139.9
338	0.0
339	0.0
340	0.0
341	6.6
342	155.2
343	43.2
344	0.0
345	0.0
346	29.5
347	85.6
348	47.2
349	0.0
350	41.7
351	20.7
352	37.5
353	0.0
354	0.0
355	0.0
356	30.0
357	0.0
358	0.0
359	128.0
360	65.2
361	40.8
362	0.0
363	0.0
364	72.7
365	0.0
366	75.5
367	0.0
368	68.3
369	12.9
370	70.2
371	72.6
372	96.8
373	157.3
374	99.8
375	74.8
376	47.3
377	87.9
378	39.3
379	47.8
380	44.4
381	0.0
382	27.4
383	0.0
384	47.6
385	102.9
386	0.0
387	120.5
388	99.6
389	0.0
390	0.0
391	623.7
392	106.1
393	111.2
394	118.2
395	69.8
