cluster_id	Amplitude
0	10.7
1	10.3
2	9.9
3	9.8
4	11.0
5	17.0
6	15.9
7	12.4
8	11.6
9	12.1
10	9.7
11	18.0
12	11.8
13	12.5
14	10.9
15	10.8
16	10.5
17	10.6
18	10.1
19	10.3
20	10.8
21	34.3
22	12.5
23	19.1
24	24.5
25	27.2
26	17.2
27	9.2
28	11.9
29	14.6
30	10.6
31	23.0
32	11.0
33	18.7
34	11.8
35	32.7
36	29.1
37	8.9
38	19.0
39	9.5
40	8.7
41	19.6
42	18.0
43	10.0
44	21.7
45	29.3
46	28.2
47	27.8
48	10.4
49	32.4
50	12.5
51	13.7
52	10.1
53	14.3
54	10.1
55	11.3
56	34.7
57	10.3
58	10.6
59	11.2
60	24.4
61	26.9
62	13.9
63	11.5
64	10.7
65	9.8
66	16.9
67	28.4
68	9.3
69	10.1
70	8.7
71	32.2
72	12.5
73	19.9
74	10.3
75	12.6
76	11.1
77	12.3
78	13.0
79	10.4
80	27.4
81	10.6
82	10.4
83	18.6
84	12.5
85	12.1
86	23.8
87	10.3
88	14.5
89	17.4
90	11.3
91	13.9
92	41.4
93	22.8
94	25.8
95	10.7
96	19.3
97	18.9
98	11.5
99	9.0
100	19.1
101	17.4
102	28.2
103	13.5
104	10.3
105	8.6
106	50.7
107	24.2
108	24.2
109	9.6
110	22.4
111	16.5
112	20.5
113	15.1
114	31.4
115	24.5
116	11.6
117	16.6
118	15.8
119	24.5
120	26.1
121	9.2
122	25.4
123	10.3
124	11.9
125	14.1
126	30.4
127	9.9
128	10.0
129	13.0
130	23.7
131	11.8
132	10.2
133	10.1
134	10.4
135	12.3
136	10.2
137	9.6
138	12.0
139	12.3
140	10.5
141	12.0
142	10.4
143	11.3
144	10.3
145	11.4
146	10.7
147	11.3
148	11.5
149	11.2
150	10.7
151	8.8
152	10.9
153	11.0
154	10.9
155	11.1
156	10.3
157	9.9
158	10.7
159	11.8
160	11.3
161	11.2
162	10.6
163	10.2
164	10.1
165	9.4
