eid,pid,lab,subject,recording_date,probe_name,acronym,n_clusters_labeled,n_good_clusters_labeled
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,int,237,27
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,GPe,92,13
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,CTXsp,47,15
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,BMAp,270,46
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,COApl,111,8
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,CEAm,45,9
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,IA,46,10
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,PAL,10,2
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,st,14,3
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,CEAc,35,5
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,CEAl,174,28
56956777-dca5-468c-87cb-78150432cc57,47be9ae4-290f-46ab-b047-952bc3a1a509,angelakilab,NYU-11,2020-02-21,probe01,PA,19,3
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,VISa1,231,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,VISrl2/3,7,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,VISrl4,10,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,VISrl5,59,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,VISrl6a,38,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,VISrl6b,7,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,or,11,2
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,ccs,8,1
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,alv,5,1
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,CA1,92,1
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,DG-mo,18,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,DG-sg,9,1
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,CA3,23,1
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,fiber tracts,6,0
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,LGd-sh,56,10
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,LGd-co,135,25
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,LGd-ip,52,11
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,MGv,65,12
6713a4a7-faed-4df2-acab-ee4e63326f8d,56f2a378-78d2-4132-b3c8-8c1ba82be598,angelakilab,NYU-11,2020-02-18,probe00,TH,66,11
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,void,4,0
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,VISa1,7,0
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,VISa2/3,12,2
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,SSp-tr2/3,3,0
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,SSp-tr4,5,1
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,SSp-tr5,6,2
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,SSp-bfd5,8,2
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,SSp-bfd6a,4,0
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,SSp-bfd6b,1,0
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,alv,8,1
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,CA1,98,6
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,CA2,13,1
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,CA3,54,6
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,LGd-sh,32,6
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,LGd-ip,41,10
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,LGd-co,143,21
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,TH,100,24
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,VPM,88,13
56956777-dca5-468c-87cb-78150432cc57,6be21156-33b0-4f70-9a0f-65b3e3cd6d4a,angelakilab,NYU-11,2020-02-21,probe00,ccs,1,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,VISa4,7,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,VISa5,62,7
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,VISa6a,18,2
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,VISa6b,6,1
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,or,1,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,ccs,2,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,alv,2,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,CA1,73,7
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,DG-mo,11,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,DG-sg,13,1
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,DG-po,3,2
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,CA3,16,2
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,root,4,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,LGd-co,57,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,LP,281,1
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,PO,10,1
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,FF,4,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,ml,3,0
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,MGm,97,6
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,TH,45,9
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,PoT,18,4
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,VPM,43,16
a8a8af78-16de-4841-ab07-fde4b5281a03,1e176f17-d00f-49bb-87ff-26d237b525f1,angelakilab,NYU-12,2020-01-22,probe00,ZI,56,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,CA3,250,17
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,alv,23,3
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,fiber tracts,5,2
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,root,15,4
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,CA2,16,3
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,CA1,21,4
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,CTXsp,24,3
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,PA,117,25
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,COApl,26,7
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,6506252f-1141-4e11-8816-4db01b71dda0,angelakilab,NYU-12,2020-01-23,probe01,COApm,193,35
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,CA1,267,28
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,ENTm2,36,6
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,ENTm3,34,1
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,ENTm5,66,8
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,SUB,282,5
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,PRE,39,0
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,DG-mo,212,3
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,ENTm1,100,13
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,void,37,2
a8a8af78-16de-4841-ab07-fde4b5281a03,701026df-e170-4ca7-88aa-eb0b95ef6ba1,angelakilab,NYU-12,2020-01-22,probe01,DG-sg,112,1
4364a246-f8d7-4ce7-ba23-a098104b96e4,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,NYU-12,2020-01-20,probe01,LD,578,95
4364a246-f8d7-4ce7-ba23-a098104b96e4,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,NYU-12,2020-01-20,probe01,ZI,31,0
4364a246-f8d7-4ce7-ba23-a098104b96e4,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,NYU-12,2020-01-20,probe01,VAL,233,30
4364a246-f8d7-4ce7-ba23-a098104b96e4,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,NYU-12,2020-01-20,probe01,PO,156,24
4364a246-f8d7-4ce7-ba23-a098104b96e4,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,NYU-12,2020-01-20,probe01,VM,89,8
4364a246-f8d7-4ce7-ba23-a098104b96e4,8dfb86c8-d45c-46c4-90ec-33078014d434,angelakilab,NYU-12,2020-01-20,probe01,LHA,115,6
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,SCig,12,0
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,SCiw,105,22
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,SCdg,31,9
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,MB,89,19
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,MRN,226,28
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,PPN,146,36
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,P,277,47
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,NLL,180,33
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,PC5,85,19
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,ll,38,6
b182b754-3c3e-4942-8144-6ee790926b58,c893c0a3-5597-49cf-baa1-60efdfdef542,angelakilab,NYU-12,2020-01-21,probe01,sctv,66,15
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,VISp1,227,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,VISp2/3,5,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,VISp4,2,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,VISp5,24,2
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,VISp6a,38,7
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,VISp6b,11,3
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,fp,1,1
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,dhc,44,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,POST,380,4
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,NB,111,6
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,PBG,18,2
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,root,48,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,or,1,0
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,bic,5,1
032ffcdf-7692-40b3-b9ff-8def1fc18b2e,d213e786-4b1c-477d-a710-766d69fa1ac1,angelakilab,NYU-12,2020-01-23,probe00,MB,68,3
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,MOp5,64,5
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,MOp6a,62,10
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,cing,13,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,MOp6b,1,1
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,ccb,12,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,CP,197,15
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,STR,55,11
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,PAL,3,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,73ff4936-8cd3-4a75-a772-f563e67d249d,angelakilab,NYU-21,2020-08-19,probe00,BST,184,7
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,fi,11,0
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,root,7,0
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,RT,214,23
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,em,57,10
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,VPL,290,48
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,int,187,20
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,fiber tracts,10,0
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,opt,70,8
8c33abef-3d3e-4d42-9f27-445e9def08f9,8895f61f-1c17-4d2f-8b9b-77476c5261b6,angelakilab,NYU-21,2020-08-13,probe01,MEA,198,13
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,SF,35,1
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,TRS,16,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,V3,13,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,sm,65,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,IAD,12,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,TH,6,1
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,AMd,148,26
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,HY,4,1
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,AMv,70,7
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,RT,117,11
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,ZI,9,0
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,LHA,90,9
ebe2efe3-e8a1-451a-8947-76ef42427cc9,ac088ddb-9e1e-49ae-b341-46a8445cf809,angelakilab,NYU-21,2020-08-19,probe01,fiber tracts,14,0
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,MOp2/3,68,5
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,MOp5,87,24
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,MOp6a,84,19
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,MOp6b,8,3
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,cing,11,3
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,scwm,17,4
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,ccb,52,5
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,CP,279,44
8c33abef-3d3e-4d42-9f27-445e9def08f9,f475ae14-9415-453e-b800-1480ea1c868d,angelakilab,NYU-21,2020-08-13,probe00,STR,12,1
