eid,labs,subjects,recording_dates,n_insertions,probes,probe_types,pids,dset_bwm,dset_rs,n_good_clusters_total,n_overall_clusters_total,n_spikes_total,n_trials,duration_seconds,recording_minutes,n_unique_regions,n_good_unique_regions,brain_region_acronyms,good_brain_region_acronyms,session_json_bytes_total
f7335a49-4a98-46d2-a8ce-d041d2eac1d6,danlab,DY_020,2020-09-30,2,probe00;probe01,3B2,1ff5ce1f-5500-444b-ad5f-70f90dd22ac3;6d24683c-da42-4610-baf0-7ceee7014394,true,false,263,1093,11383570,402,4794.361579359552,79,23,17,SSp-bfd5;SSp-bfd6a;SSp-bfd6b;or;ccs;CA3;alv;fi;st;fiber tracts;STR;CEAm;VISa5;SSp-tr5;SSp-tr6a;SSp-tr6b;scwm;CA1;DG-mo;LP;LD;PO;VPM,SSp-bfd6a;or;ccs;CA3;st;fiber tracts;CEAm;SSp-tr5;SSp-tr6a;SSp-tr6b;scwm;alv;CA1;LP;LD;PO;VPM,50549
e012d3e3-fdbc-4661-9ffa-5fa284e4e706,danlab,DY_020,2020-10-04,2,probe00;probe01,3B2,2400a2fa-0335-480b-ac8d-a478171f3a55;cde137a5-7a93-4968-ab61-5aedbd9ce3fb,true,false,162,1672,10751076,705,4682.120744990132,78,20,11,POST;PPN;MRN;PRNr;VISp5;RSPd6a;APr;void;MB;SCiw;AQ;V4;PCG;DTN;NI;PRNc;P;IRN;ACVII;VII,MRN;PPN;PRNr;POST;MB;PCG;NI;PRNc;IRN;ACVII;VII,80922
26aa51ff-968c-42e4-85c8-8ff47d19254d,danlab,DY_020,2020-10-03,2,probe01;probe00,3B2,25a9182c-4795-4768-af47-98975d2d2a8a;ba291bec-4492-4d7f-a6aa-483ebb64b3c3,true,false,200,2093,8361368,534,4106.094309402769,68,26,21,AQ;PAG;PCG;LDT;IRN;P;MY;PRNc;void;RSPagl1;RSPagl2/3;RSPd2/3;RSPd5;RSPd6a;RSPv6a;RSPv1;RSPv5;RSPv2/3;SCsg;SCig;SCdw;SCzo;SCop;SCiw;SCdg;ND,PAG;PCG;LDT;P;PRNc;MY;IRN;RSPagl1;RSPagl2/3;RSPd5;RSPd6a;RSPv6a;RSPv1;void;SCzo;SCsg;SCop;SCig;SCiw;SCdg;ND,86267
948fd27b-507b-41b3-bdf8-f9f5f0af8e0b,danlab,DY_020,2020-10-05,2,probe01;probe00,3B2,41dc1107-fbcb-4174-a262-19928c355018;b939cc85-6028-404a-995d-28c8405a07db,true,false,184,1358,12192905,604,4424.547571597283,73,25,18,chpl;VL;fi;LD;VAL;RT;PAL;nst;LHA;VISp2/3;VISp4;RSPagl5;RSPd5;void;SCzo;SCsg;SCop;SCig;SCiw;SCdg;MRN;PPN;MB;CUN;scp,LD;VAL;RT;PAL;nst;LHA;VISp4;SCzo;SCsg;SCop;SCig;SCiw;SCdg;MB;MRN;CUN;PPN;scp,67400
4a45c8ba-db6f-4f11-9403-56e06a33dfa4,danlab,DY_020,2020-09-29,2,probe00;probe01,3B2,63517fd4-ece1-49eb-9259-371dc30b1dd6;ca5404f7-297c-40f1-bbf0-5ac0a63e24f8,true,false,435,1807,31528275,401,4799.335409629242,79,32,25,VISa5;VISa6a;VISa6b;or;ccs;alv;CA1;CA2;DG-mo;CA3;LGd-ip;LGd-co;TH;VPL;VPM;ZI;RSPagl6a;RSPd6a;RSPv6a;RSPv5;RSPv2/3;RSPv1;void;SCsg;SCop;SCig;SCiw;RN;SCdg;MB;MRN;rust,VISa5;VISa6a;VISa6b;or;ccs;alv;CA1;CA2;CA3;LGd-ip;LGd-co;TH;VPM;VPL;ZI;RSPv2/3;RSPv1;SCsg;SCop;SCig;SCiw;SCdg;MB;MRN;RN,72557
9eec761e-9762-4897-b308-a3a08c311e69,danlab,DY_020,2020-10-01,2,probe00;probe01,3B2,6aa08c75-8ee5-457d-9794-b89ee1c4453f;c250d4f4-7516-4cf1-a8bd-04873ca9e21c,true,false,211,1468,14636917,744,5033.724790311622,83,16,10,VISpm6a;VISpm6b;scwm;fp;ProS;SUB;DG-mo;NOT;APN;MRN;SCiw;SCdg;SCdw;PAG;PRNr;PPN,SUB;NOT;APN;MRN;SCiw;SCdg;SCdw;PAG;PPN;PRNr,77150
2e22c1fc-eec6-4856-85a0-7dba8668f646,danlab,DY_020,2020-10-06,2,probe01;probe00,3B2,779fbed1-4b0e-4d7d-8882-6650690221a0;bfda40f8-a7a7-47cd-a439-39fb5cd7873f,true,false,306,1525,30841608,567,4410.872578964146,73,23,16,VL;fi;fiber tracts;st;RT;int;PAL;GPi;SI;MEA;COAa;OLF;CUL4 5;CENT3;arb;CB;uf;PB;scp;MV;MY;PARN;IRN,RT;int;PAL;GPi;SI;MEA;CUL4 5;CENT3;CB;uf;scp;PB;MV;MY;PARN;IRN,70316
9fe512b8-92a8-4642-83b6-01158ab66c3c,danlab,DY_020,2020-10-02,2,probe01;probe00,3B2,a3ebc7f4-813a-4f06-a33e-9825c878f9c2;a4d9d9d5-6ea3-4234-aa28-e064e83626fa,true,false,173,1926,7641064,757,4839.181602730524,80,21,13,MB;PAG;mlf;MRN;AT;P;tspc;PRNr;POR;VISp5;VISp6a;fp;dhc;SUB;DG-mo;DG-sg;root;DT;TH;SGN;POL,MB;mlf;MRN;AT;P;tspc;PRNr;POR;SUB;DG-sg;DT;TH;POL,90866
1d4a7bd6-296a-48b9-b20e-bd0ac80750a5,hausserlab,PL015,2022-07-21,1,probe00,3B2,09b62a15-dd8b-4f47-881f-d3f1e5ea5ff4,true,false,11,1146,352462,417,4078.8737895905206,67,17,4,void;MOp1;MOp2/3;MOp5;MOp6a;MOs6a;MOs6b;cing;ccb;alv;CA3;fi;root;DG-sg;DG-mo;MH;MD,CA3;root;MH;MD,43306
64977c74-9c04-437a-9ea1-50386c4996db,hausserlab,PL015,2022-02-20,1,probe00,3B2,6292dc98-e2f1-45de-b045-56d98fdaca75,true,false,63,813,1805182,817,4631.157908082293,77,13,8,SSp-bfd6a;SSp-bfd6b;or;fp;CA1;alv;CA2;EPd;TR;ec;ENTl6a;ENTl5;PIR,SSp-bfd6a;SSp-bfd6b;fp;CA1;CA2;EPd;ENTl6a;PIR,41994
09156021-9a1d-4e1d-ae59-48cbde3c5d42,hausserlab,PL015,2022-02-22,1,probe00,3B2,9e069684-a4be-4b70-b9e6-446309f977d4,true,false,81,759,1317213,630,2831.7929993209223,47,16,12,void;AUDpo5;VISrl1;VISrl2/3;VISal2/3;VISal4;VISal5;AUDpo6a;AUDp6a;PERI1;TEa5;AUDv6a;TEa6a;ECT5;ECT2/3;PERI2/3,VISal2/3;VISal4;VISal5;AUDpo5;AUDpo6a;AUDp6a;AUDv6a;TEa5;ECT5;ECT2/3;PERI2/3;PERI1,37713
90e524a2-aa63-47ce-b5b8-1b1941a1223a,hausserlab,PL015,2022-02-23,1,probe00,3B2,c736dc60-0726-410d-8419-cb6ea025d5b1,true,false,134,1101,6338365,419,2801.3903684175116,46,7,7,MRN;PRNr;MB;TRN;SCiw;SCdg;RR,MB;PRNr;TRN;SCiw;SCdg;MRN;RR,42856
9a6e127b-bb07-4be2-92e2-53dd858c2762,hausserlab,PL015,2022-02-21,1,probe00,3B2,e5bc1f00-f4b8-4b35-a9b6-60d9cc7959a1,true,false,107,875,2140335,653,2880.204613616351,48,14,11,VISal5;VISp5;VISal6a;VISal6b;or;fp;alv;CA1;ENTl1;ENTl6a;ec;ENTl5;ENTl3;ENTl2,VISal6a;VISal6b;or;fp;CA1;ec;ENTl6a;ENTl5;ENTl3;ENTl2;ENTl1,40257
58c4bf97-ec3b-45b4-9db4-d5d9515d5b00,hausserlab,PL016,2022-01-17,1,probe00,3B2,46cd9c0a-39de-4aeb-90a6-86a2fda0b1a4,true,false,155,1405,7824501,426,3251.218183731907,54,11,10,SCiw;SCdg;SCdw;PAG;DR;MB;dscp;AT;CS;tspc;PRNr,SCdg;SCdw;PAG;DR;MB;dscp;AT;CS;tspc;PRNr,52132
1b61b7f2-a599-4e40-abd6-3e758d2c9e25,hausserlab,PL017,2021-11-30,1,probe00,3B2,2cbb5bc7-edbd-431e-a931-21e466d20dec,true,false,79,658,13809037,875,4970.363413954969,82,16,7,RSPd6a;RSPd5;RSPv5;RSPv2/3;RSPv1;void;SCzo;SCsg;bsc;SCig;SCiw;MB;ICe;PBG;ll;root,SCig;MB;ICe;PBG;ll;root;void,55305
cea755db-4eee-4138-bdd6-fc23a572f5a1,hausserlab,PL017,2021-12-01,1,probe00,3B2,3c9c3757-32dd-40cf-83ec-5e21731ce9c5,true,false,134,1135,6278066,831,4938.843423672368,82,7,7,MB;MRN;PPN;P;PRNr;POR;SOCm,MB;MRN;PPN;P;PRNr;SOCm;POR,52531
10fac7a1-919d-4ca7-83c4-4675bd8d9416,hausserlab,PL017,2021-11-07,1,probe00,3B2,594664af-9033-4651-861d-2be9277c9866,true,false,140,878,6171115,546,3394.0857139952177,56,19,17,VISam1;VISam2/3;VISam4;VISam5;VISam6a;VISam6b;cing;fp;dhc;MRN;SUB;OP;PPT;MB;alv;root;NOT;NPC;INC,VISam2/3;VISam4;VISam5;VISam6a;VISam6b;fp;dhc;alv;SUB;NOT;OP;PPT;MB;NPC;VISam1;MRN;INC,38734
8b1f4024-3d96-4ee7-95f9-8a1dfd4ce4ef,hausserlab,PL017,2021-11-09,1,probe00,3B2,81f0087b-2bd1-4e48-8e86-e8206aee3d9d,true,false,39,1295,2839528,401,4767.187040199227,79,10,5,MRN;CA1;ProS;SUB;root;NOT;APN;VTA;RN;MB,CA1;ProS;NOT;APN;VTA,47711
d71e565d-4ddb-42df-849e-f99cfdeced52,hausserlab,PL017,2021-11-16,2,probe00;probe01,3B2,a44bd77c-de9c-49cc-85e5-354aa9f1eb98;c3ef78d5-7c75-48a4-96b7-f8ecc91c2eca,true,false,173,1425,7014901,600,4296.06859019505,71,21,16,CUL4 5;arb;IP;icp;CB;MY;dhc;root;V3;chpl;hbc;MH;LH;PF;MB;FF;HY;PRC;TH;SPFp;ml,CUL4 5;arb;IP;CB;MY;icp;dhc;root;V3;chpl;hbc;MH;LH;PRC;PF;TH,68854
68775ca0-b056-48d5-b6ae-a4c2a76ae48f,hausserlab,PL017,2021-11-14,1,probe00,3B2,a6bcfe32-69ce-414f-80bc-495d1b4906af,true,false,138,1559,6329737,817,5624.366493567332,93,12,10,cing;RSPv6a;RSPv5;POST;SUB;HPF;root;MB;MRN;SCig;NOT;SNr,RSPv6a;cing;POST;SUB;HPF;root;MB;NOT;SCig;MRN,64705
f27e6cd6-cdd3-4524-b8e3-8146046e2a7d,hausserlab,PL017,2021-11-15,1,probe00,3B2,e8901184-9f60-4309-bee5-c3c95030550a,true,false,129,763,4547357,419,3872.056400364604,64,16,15,MH;hbc;LH;TH;PF;VPMpc;MB;ml;FF;ZI;HY;SNr;cpd;CA3;DG-sg;DG-po,MH;hbc;LH;PF;VPMpc;TH;ml;FF;ZI;HY;MB;SNr;cpd;CA3;DG-sg,31392
30af8629-7b96-45b7-8778-374720ddbc5e,hausserlab,PL024,2021-12-04,1,probe00,3B2,1878c999-d523-474a-9d4e-8dde53d7324c,true,false,126,1035,2135471,416,4186.879923313605,69,11,11,CA2;CA3;fi;STR;BLAa;alv;chpl;VL;LA;BLAp;BMAp,CA2;CA3;alv;fi;chpl;VL;STR;LA;BLAa;BLAp;BMAp,40001
2038e95d-64d4-4ecb-83d0-1308d3c598f8,hausserlab,PL030,2022-10-06,1,probe00,3B2,1a924329-65aa-465d-b201-c2dd898aebd0,true,false,130,827,4172323,535,4255.121873050271,70,14,10,DG-mo;DG-sg;CA3;root;LGd-co;LP;PO;VPM;ZI;LHA;TH;HY;nst;PSTN,DG-mo;CA3;root;LGd-co;LP;PO;VPM;TH;ZI;nst,36152
6bf810fd-fbeb-4eea-9ea7-b6791d002b22,hausserlab,PL030,2022-09-14,1,probe00,3B2,234c9e15-79a4-4e8a-8263-8b06cfbcbe7d,true,false,127,833,18082200,489,4084.8587875396374,68,14,13,arb;IP;SPIV;NTS;PARN;CB;SUV;MY;LAV;rust;VII;IRN;SPVO;ISN,arb;IP;NTS;CB;MY;SUV;LAV;SPIV;SPVO;ISN;PARN;IRN;VII,35910
233617ec-c5cf-4eda-afc8-3b1d94f36d73,hausserlab,PL030,2022-10-17,1,probe00,3B2,5bfcf68f-4e0b-46f8-a9e3-8e919d5ddd1c,true,false,79,515,1793744,444,4081.940801391138,68,13,8,CA1;CA2;CA3;alv;fiber tracts;LGd-co;IGL;MEA;LGv;ar;RT;int;opt,CA3;IGL;LGv;ar;RT;fiber tracts;opt;MEA,25464
500a71dd-8768-4211-a1fe-1fafc9fcbf29,hausserlab,PL030,2022-10-08,1,probe00,3B2,5eebb5d6-cf9b-49a0-b297-0701c4d90173,true,false,36,717,1273237,408,2858.7630808747276,47,15,6,CA2;CA3;alv;LGd-co;or;VPM;PAL;VPL;ZI;TH;HY;GPi;int;opt;fiber tracts,CA3;LGd-co;or;VPM;VPL;ZI,30873
bd07e3a7-09c3-4b67-996b-42b6d5cedf1c,hausserlab,PL030,2022-09-15,1,probe00,3B2,6104a953-589c-4661-bed9-a81ccef7d0be,true,false,175,667,23825377,473,4046.4683047916697,67,5,5,SIM;arb;DN;DCO;VCO,SIM;arb;DN;DCO;VCO,30276
61caa69d-088b-465a-b9d0-d75341dabac6,hausserlab,PL030,2022-10-13,1,probe00,3B2,6981808a-357c-4ffd-9989-33160ba9e256,true,false,188,838,16902402,504,4132.936949943527,68,8,6,NOT;PPT;OP;MB;MRN;SUM;Mml;Mmm,NOT;PPT;OP;MB;MRN;SUM,35445
283ecb4c-e529-409c-9f0a-8ea5191dcf50,hausserlab,PL030,2022-09-12,1,probe00,3B2,80c7f589-733c-4f23-abf3-ade8c79f0a3b,true,false,47,1514,4343940,487,4242.137196339625,70,12,10,CUL4 5;arb;IP;scp;CB;SUV;MY;LAV;MV;IRN;PARN;VII,arb;IP;CB;scp;SUV;LAV;MV;PARN;IRN;VII,56910
c16d3557-b2c1-4545-93d0-112ac0915d93,hausserlab,PL030,2022-09-16,1,probe00,3B2,a21bade7-5be7-4a17-a9b9-ddee453e6260,true,false,459,1303,27105821,532,4302.582178720727,71,7,7,CUL4 5;arb;CENT3;P;VCO;MY;vVIIIn,CUL4 5;arb;CENT3;P;VCO;MY;vVIIIn,51906
c23b4118-db40-4333-af1d-933154b533c6,hausserlab,PL031,2022-11-19,1,probe00,3B2,32e30a72-5f18-4aff-81c3-4553531b2d75,true,false,79,393,1917000,457,4068.0144549887764,67,13,8,SSp-ll5;SSp-ll6a;SSp-ll6b;ccb;VL;chpl;fi;RT;fiber tracts;st;int;GPe;PAL,SSp-ll5;SSp-ll6a;fi;fiber tracts;st;RT;int;GPe,22074
ef38e503-dd79-4185-bf87-4712d4f274fe,hausserlab,PL031,2022-11-15,1,probe00,3B2,379105fd-dbb1-40d9-8a51-ae5a8ef8df04,true,false,104,667,9231881,577,4730.58562141011,78,12,10,fiber tracts;int;GPe;STR;CP;CEAc;ec;BLAa;amc;EPv;PIR;void,int;GPe;STR;CP;CEAc;BLAa;ec;EPv;PIR;void,32799
c8e11fd8-d130-4f06-abba-9aa20240ce7c,hausserlab,PL031,2022-12-07,1,probe00,3B2,623bb859-eb7c-4739-ba18-28ecad1d9fbb,true,false,99,722,5547943,632,4338.300788566636,72,16,13,SUB;DG-mo;DG-sg;root;MGd;MGv;MGm;PIL;cpd;void;PP;MB;SNr;alv;CA3;HATA,SUB;DG-mo;DG-sg;root;MGd;MGv;MGm;PIL;PP;MB;SNr;CA3;void,35266
9fcbd1a0-77e6-4c41-9428-eeaee74becd5,hausserlab,PL031,2022-11-17,1,probe00,3B2,9866c08f-acce-4291-b94d-d9835e62f835,true,false,21,243,1551716,522,4556.550997826041,75,14,4,alv;VL;chpl;fi;root;fiber tracts;st;int;GPe;CEAc;CP;STR;BLAa;ec,int;GPe;CP;ec,18695
fbd28ea6-3251-48e0-b215-2c51ec5185f7,hausserlab,PL031,2022-11-16,1,probe00,3B2,fd6d686b-eae1-44cb-adbb-159c69c85827,true,false,48,431,1318844,629,4533.847587276495,75,11,7,VL;CP;STR;int;GPe;BLAa;CEAc;ec;amc;EPv;PIR,int;GPe;CP;STR;BLAa;EPv;PIR,26829
7f150b7c-c261-46e6-9edb-cc391c9d9f03,hausserlab,PL033,2022-10-10,1,probe00,3B2,0ffa052a-fe3f-46c2-999d-43bd56b7826e,true,false,87,603,2755360,656,4300.663975632637,71,19,13,MOp6a;MOp6b;cing;ccb;VL;chpl;fi;AD;AV;AMd;ZI;AMv;PR;PVHd;AHN;VM;HY;PeF;VMH,MOp6a;MOp6b;ccb;VL;chpl;AD;AV;AMd;AMv;VM;PR;HY;AHN,32130
a34b4013-414b-42ed-9318-e93fbbc71e7b,hausserlab,PL033,2022-10-25,1,probe00,3B2,22f26d69-0b30-450e-9618-ee801b720e0a,true,false,32,334,930825,711,4764.902629856973,79,12,9,DG-po;DG-sg;DG-mo;LP;Eth;CL;PCN;MD;VPMpc;VM;HY;PH,DG-mo;LP;CL;MD;PCN;VPMpc;VM;HY;PH,25512
be164a14-6e73-42c3-ab60-d29c48693c0f,hausserlab,PL033,2022-11-02,1,probe00,3B2,77121d92-6dde-4243-ab54-0a99efa22e99,true,false,191,882,6513868,420,4098.417622126132,68,11,8,DG-mo;CA3;alv;LD;PO;VPM;LHA;PSTN;ZI;VM;TH,LD;PO;VPM;TH;VM;ZI;LHA;PSTN,34676
37ac03f1-9831-4a30-90fc-a59e635b98bd,hausserlab,PL033,2022-11-03,1,probe00,3B2,8b31b4bd-003e-4816-a3bf-2df4cc3558f8,true,false,71,398,1631358,490,4215.441343226513,70,12,6,DG-po;DG-mo;LP;Eth;PO;PCN;VPMpc;VM;TH;PH;HY;V3,DG-mo;LP;Eth;PO;PCN;VPMpc,22418
4546cd60-fa2a-4d20-a9b6-d091e01d16f2,hausserlab,PL033,2022-10-05,1,probe00,3B2,a464fc97-1391-4bbe-9aef-73a79975d27f,true,false,41,380,1122237,550,4059.829390392298,67,9,5,MOs5;cing;ccb;SEZ;VL;CP;PAL;STR;BST,VL;CP;STR;PAL;BST,23146
49250fba-801c-4867-a0a7-a1e19538cb61,hausserlab,PL033,2022-10-26,1,probe00,3B2,a6b71993-165b-4c43-845c-c062fe7d7a11,true,false,22,646,846986,678,4292.742641515603,71,15,9,LP;Eth;CL;PCN;PF;VPMpc;VM;MB;mtt;HY;pm;PH;PMd;PMv;PVp,LP;Eth;CL;PCN;PF;VPMpc;VM;PH;PMd,33710
9fc31d79-b56f-46d0-92a0-e9563caf4a7a,hausserlab,PL033,2022-10-12,1,probe00,3B2,b8f3a7c3-b700-446b-8d29-69691c0e3b1d,true,false,67,377,1156544,420,4027.2470872182885,67,15,6,RSPv5;RSPv2/3;HPF;ccb;RSPv1;dhc;DG-mo;V3;chpl;MH;LH;MD;PCN;VAL;VM,RSPv5;RSPv2/3;RSPv1;MH;LH;MD,20831
cef05f87-161b-4031-932c-6f47daf89698,hausserlab,PL033,2022-10-06,1,probe00,3B2,c1014051-d06b-4f85-9887-e7c42a94baf2,true,false,114,730,2775489,586,4112.832422803404,68,12,8,MOs6a;SF;root;TRS;MOs6b;cing;ccb;VL;LSc;LSr;V3;BST,MOs6a;cing;LSc;LSr;SF;TRS;V3;BST,34583
2ab7d2c2-bcb7-4ae6-9626-f3786c22d970,hausserlab,PL033,2022-10-28,1,probe00,3B2,c44adf4f-3d1c-491f-88e4-c516cc910bd8,true,false,38,462,1809288,591,4233.296950207433,70,13,8,LGv;TH;fiber tracts;RT;BLAv;int;st;CEAm;CEAl;CEAc;STR;BLAa;BMAp,TH;RT;fiber tracts;int;CEAm;BLAa;BMAp;BLAv,27003
837b4e6a-ccfd-49b0-a1dd-3aa53fbf2ecb,hausserlab,PL033,2022-10-11,1,probe00,3B2,d3deaed9-34b7-41da-bd62-961750cb9ca0,true,false,235,860,24141028,560,4063.067960232955,67,9,8,STR;PAL;BST;int;LPO;HY;void;LHA;root,STR;PAL;int;HY;LPO;LHA;root;void,36954
94dabed1-741c-4ddd-a6b7-70561e27b750,hausserlab,PL033,2022-10-29,1,probe00,3B2,ec2fbc3e-cb2b-48cb-a521-3a6ca15e244c,true,false,76,529,2970154,629,4295.3608214028645,71,10,8,DG-mo;LP;CL;MD;PH;PCN;VM;VPMpc;HY;DMH,LP;CL;MD;PCN;VPMpc;VM;PH;DG-mo,29124
62902992-8432-46fb-af12-6392012e58c7,hausserlab,PL033,2022-10-04,1,probe00,3B2,edc82c06-83fd-44be-a41e-52fdeea728b4,true,false,99,753,4394810,659,4424.374668786605,73,18,10,MOp5;MOp6a;MOp6b;cing;ccb;VL;chpl;AD;fi;root;AV;IAD;AMd;AMv;TH;mtt;PR;ZI,MOp6a;cing;ccb;VL;chpl;fi;AD;TH;PR;ZI,36804
75db708a-9952-4452-a5b1-a851d88f8e28,hausserlab,PL033,2022-10-07,1,probe00,3B2,f2803f8c-a37b-42dd-9f20-84bdc90b21e2,true,false,31,556,1372294,551,4163.277663500767,69,15,11,chpl;VL;fi;AD;AV;AMd;AMv;VM;TH;PR;ZI;PVHd;AHN;HY;PeF,AD;AV;AMd;AMv;VM;PR;ZI;VL;PVHd;AHN;PeF,28516
6cbeead9-bb7a-40e1-8ccd-47ae60239654,hausserlab,PL034,2022-10-20,1,probe00,3B2,0a85a28b-e9e3-44ec-ad4d-88ba9116ff63,true,false,67,528,1599352,499,4091.233172176827,68,14,9,SSp-ll5;SSp-ll6b;cing;ccb;alv;CA3;DG-po;DG-sg;DG-mo;root;V3;chpl;MH;LH,ccb;alv;CA3;DG-po;DG-sg;DG-mo;chpl;MH;LH,26571
87ad026d-5b95-4022-8d59-c260870d830f,hausserlab,PL034,2022-10-18,1,probe00,3B2,4f922a5b-5014-455d-8cd5-7caed78af615,true,false,47,362,1116843,926,5224.673950882992,87,17,9,alv;CA3;DG-po;DG-sg;CL;MD;chpl;DG-mo;root;MH;LH;PO;VPLpc;TH;ZI;HY;VM,alv;CA3;DG-po;DG-sg;DG-mo;root;MH;LH;ZI,30806
3bb54985-77b2-421d-9d1f-46185be51216,hausserlab,PL034,2022-10-19,1,probe00,3B2,81950362-ed95-4662-997f-e119bbd594d1,true,false,10,344,533475,755,4471.075026026731,74,13,5,chpl;fi;VL;root;LD;VPL;PO;VPM;ZI;STN;HY;fiber tracts;int,LD;VPL;PO;VPM;STN,26899
04749a70-ac63-477d-8392-d4d529184fab,hausserlab,PL035,2023-04-15,1,probe00,3B2,a44a9942-0667-4d49-9047-40d2256c9854,true,false,72,931,7050611,593,4468.468001243752,74,14,13,NPC;MB;pc;PRC;AQ;PAG;RN;MRN;INC;VTA;TRN;ml;PRNr;P,NPC;MB;pc;PRC;AQ;PAG;MRN;INC;RN;VTA;ml;P;TRN,40538
5437ec1f-6535-470c-80b8-4c8806ee085d,hausserlab,PL035,2023-04-13,1,probe00,3B2,b9faf068-fd1c-4568-8a1a-f503eed6f726,true,false,43,549,1481542,512,4068.3037458050253,67,16,10,RSPd5;RSPd6a;RSPv6a;RSPv6b;cing;ccs;dhc;alv;SUB;FC;PRC;chpl;V3;MB;pc;RPF,RSPd5;RSPd6a;RSPv6a;RSPv6b;cing;ccs;SUB;FC;PRC;RPF,27893
a2b9fbbe-79fc-4166-a16e-b307813a2f06,hausserlab,PL035,2023-04-12,1,probe00,3B2,d552cffa-b662-40bd-b1e3-98d0a8face2c,true,false,87,566,3615120,469,4067.4981490682144,67,12,9,VISam5;VISam6a;VISam6b;cing;ccs;CA1;DG-mo;DG-sg;APN;MRN;MB;RPF,VISam5;VISam6a;VISam6b;CA1;DG-sg;APN;MB;RPF;MRN,27340
36573e0b-ddd6-4504-94ec-9a23c877486c,hausserlab,PL035,2023-04-14,1,probe00,3B2,f72e60c3-3593-466a-afaf-91145c44fb2b,true,false,65,805,5669232,516,4114.751676282546,68,11,9,PPT;SCig;MB;SCiw;MRN;INC;tspc;CLI;CS;P;mtg,PPT;MB;MRN;INC;tspc;mtg;CLI;CS;P,35067
14127fdb-2e66-4823-b124-f49c128ba94d,hausserlab,PL037,2023-04-13,1,probe00,3B2,0a45a464-a909-4b7c-a3e0-cd6cfb4262e4,true,false,186,1306,13024843,629,5016.674302049699,83,13,10,DG-mo;root;bsc;MB;PPT;SCig;APN;MRN;RN;TRN;PRNr;rust;RR,DG-mo;bsc;MB;SCig;MRN;RN;RR;rust;PRNr;TRN,53478
62ff920c-2fdd-4feb-9d9f-0d66f2e595a1,hausserlab,PL037,2023-04-10,1,probe00,3B2,31258665-fbe8-4599-9c5f-dbc0eeee9c51,true,false,123,844,7340201,627,4068.3815800444045,67,9,7,DG-mo;root;bsc;SCig;MB;MRN;PRNr;rust;P,DG-mo;SCig;MRN;MB;P;rust;PRNr,39169
7eeb8423-49e6-4d40-ab6f-703d17af231a,hausserlab,PL037,2023-04-14,1,probe00,3B2,88e148d2-d554-42c2-9c41-cc6369f98c45,true,false,54,978,3114922,632,4257.69904924581,70,11,9,ProS;DG-mo;DG-sg;root;bsc;MB;SCig;MRN;rust;RR;PRNr,ProS;DG-sg;DG-mo;SCig;MB;MRN;RR;rust;PRNr,43466
7235b10c-6621-44ea-abe9-01559633472d,hausserlab,PL037,2023-04-07,1,probe00,3B2,a450558e-195f-44ff-979b-6b6420c9621b,true,false,173,1336,11765737,610,4038.0285250433685,67,11,11,root;fiber tracts;bsc;SCig;MB;MRN;RN;PRNr;RR;rust;TRN,root;fiber tracts;bsc;SCig;MB;MRN;RN;RR;rust;PRNr;TRN,54196
d23b005f-46f5-4fe1-870c-f55f6eb9533d,hausserlab,PL037,2023-04-06,1,probe00,3B2,d70f3604-b3cc-41b0-967a-f6619b2586a7,true,false,180,1253,11661390,586,4054.7887774728497,67,9,9,SCig;SCiw;SCdg;MB;MRN;scp;tspc;CS;P,SCig;SCiw;SCdg;MB;MRN;tspc;scp;CS;P,50509
fd03d365-91df-41e2-ad81-9e0e4b9f5c7b,hausserlab,PL037,2023-04-09,1,probe00,3B2,e033ef96-3590-4e52-bb01-6c6d75bab083,true,false,216,1186,15854448,601,4058.5449113555615,67,18,18,RSPv5;POST;void;SCzo;SCsg;SCop;SCig;SCiw;MRN;SCdg;PAG;tspc;mtg;dscp;MB;CS;SCdw;CLI,RSPv5;POST;void;SCzo;SCsg;SCop;SCig;SCiw;SCdg;SCdw;PAG;MRN;tspc;mtg;CLI;MB;dscp;CS,49492
98e0074c-706a-40e5-bbb5-223f97585a99,hausserlab,PL050,2023-06-09,2,probe01;probe00,3B2,0566938b-245d-4e5f-89ee-59d53a44f065;47403ac7-6635-4477-9477-18ff605ff5d4,true,false,147,2549,10601421,740,5127.3006645895475,85,22,16,PAR;void;root;ll;P;sctv;PB;KF;PC5;rust;SOCl;V;SCiw;SCdg;MB;MRN;RN;IPDL;IPL;IPI;IPC;PG,PAR;void;root;ll;P;sctv;PB;KF;PC5;rust;SOCl;SCdg;MB;MRN;RN;IPI,107510
1dbba733-24a4-4400-9436-53f1bd8428e8,hausserlab,PL050,2023-06-12,2,probe01;probe00,3B2,22609d51-0a6a-425d-a3ef-eeb43a9ba350;ec1e2af7-c107-4a18-ab05-cefb9174d516,true,false,296,2096,10800685,620,4054.280540404277,67,24,21,VISp6a;VISp6b;scwm;ec;HPF;POST;ENTm6;PRE;SUB;ENTl6a;ENTl5;VISpl6a;APr;PAR;void;root;ll;SUT;V;SOCl;P;sctv;PB;P5,VISp6a;VISp6b;scwm;HPF;POST;PRE;ENTm6;SUB;ENTl6a;ENTl5;VISpl6a;APr;PAR;root;ll;P;PB;SUT;V;P5;SOCl,87875
