eid,labs,subjects,recording_dates,n_insertions,probes,probe_types,pids,dset_bwm,dset_rs,n_good_clusters_total,n_overall_clusters_total,n_spikes_total,n_trials,duration_seconds,recording_minutes,n_unique_regions,n_good_unique_regions,brain_region_acronyms,good_brain_region_acronyms,session_json_bytes_total
ffef0311-8ffa-49e3-a857-b3adf6d86e12,cortexlab,KS086,2022-03-16,1,probe00,3B2,4279e354-a6b8-4eff-8245-7c8723b07834,true,false,90,950,3815023,578,5101.68485341659,85,10,8,SSp-m5;SSp-m6a;SSp-m6b;scwm;ccb;CP;STR;CTXsp;OLF;PIR,SSp-m6a;SSp-m6b;scwm;ccb;CP;CTXsp;OLF;PIR,41174
e45481fa-be22-4365-972c-e7404ed8ab5a,cortexlab,KS086,2022-03-15,2,probe00;probe01,3B2,507b20cf-4ab0-4f55-9a81-88b02839d127;f2a098e7-a67e-4125-92d8-36fc6b606c45,true,false,167,1384,7273302,525,6675.30811161858,111,31,18,SSp-m6a;SSp-m6b;scwm;ccb;ccg;CP;EPd;PIR;OT;CTXsp;OLF;VISa2/3;VISa4;VISa5;VISa6a;VISa6b;or;fp;alv;CA1;DG-mo;DG-sg;DG-po;TH;Eth;SPFp;MB;ml;root;POL;APN,SSp-m6a;SSp-m6b;scwm;ccb;CP;EPd;OLF;PIR;VISa2/3;VISa5;VISa6a;or;alv;CA1;DG-sg;DG-po;APN;Eth,65183
196a2adf-ff83-49b2-823a-33f990049c2e,cortexlab,KS091,2022-07-05,2,probe00;probe01,3B2,0259543e-1ca3-48e7-95c9-53f9e4c9bfcc;e92f8734-2c06-4168-9271-d00b3bf57c02,true,false,105,1898,2734418,600,4062.65122506457,67,23,12,CA3;LGv;fiber tracts;opt;root;fi;chpl;COApl;CTXsp;BMAp;PA;void;TRS;MOs2/3;MOs5;ACAd5;ACAv1;IG;ACAv2/3;ACAv5;ccb;LSr;SF,CA3;LGv;BMAp;CTXsp;COApl;ACAd5;ACAv5;ACAv2/3;IG;LSr;SF;TRS,80313
78b4fff5-c5ec-44d9-b5f9-d59493063f00,cortexlab,KS091,2022-07-04,2,probe01;probe00,3B2,19c5b0d5-a255-47ff-9f8d-639e634a7b61;1ca6cd06-1ed5-45af-b73a-017d5e7cff48,true,false,116,2245,4212702,892,5478.755853338638,91,17,11,void;MOs1;ACAd5;PL5;ILA2/3;ILA1;MOs5;MOs2/3;PL2/3;CA3;COApl;BMAp;root;alv;fiber tracts;LGv;PA,MOs1;MOs2/3;MOs5;ACAd5;PL5;PL2/3;CA3;LGv;BMAp;PA;COApl,101445
752456f3-9f47-4fbf-bd44-9d131c0f41aa,cortexlab,KS094,2022-06-16,2,probe00;probe01,3B2,100433fa-2c59-4432-8295-aa27657fe3fb;d591a59c-b49b-46ba-a914-df379ada9813,true,false,99,1301,2592807,511,5346.612564389565,89,21,15,AUDd2/3;AUDpo4;AUDpo2/3;AUDpo5;AUDp4;AUDp5;AUDv5;TEa5;TEa6a;ECT6a;ECT5;ENTl3;ENTl2;MOs2/3;ORBl1;FRP2/3;ORBl2/3;AOBgl;AON;OLF;MOB,AUDd2/3;AUDpo4;AUDp5;AUDv5;TEa5;TEa6a;ECT6a;ECT5;ENTl3;FRP2/3;ORBl2/3;ORBl1;OLF;AON;MOB,62155
6b0b5d24-bcda-4053-a59c-beaa1fe03b8f,cortexlab,KS094,2022-06-15,2,probe00;probe01,3B2,3282a590-8688-44fc-9811-cdf8b80d9a80;ff5fceaf-8247-42ab-a187-f7876441899d,true,false,120,2480,2715367,684,4954.459614273586,82,19,11,void;SSp-bfd1;SSp-bfd2/3;SSs2/3;AUDd4;AUDd5;TEa5;AUDp5;AUDv5;ECT5;AUDd2/3;FRP2/3;AON;ORBl2/3;ORBl1;AOBgl;OLF;MOB;aco,SSp-bfd1;SSs2/3;AUDp5;AUDv5;TEa5;FRP2/3;ORBl2/3;ORBl1;AON;aco;MOB,107128
c8d46ee6-eb68-4535-8756-7c9aa32f10e4,cortexlab,KS094,2022-06-20,1,probe00,3B2,49a86b2e-3db4-42f2-8da8-7ebb7e482c70,true,false,131,1674,2109579,480,3847.0927029424024,64,8,8,SSp-m2/3;SSp-m4;SSp-m5;GU5;AId5;AIv2/3;PIR;AIv5,SSp-m2/3;SSp-m4;SSp-m5;GU5;AId5;AIv5;AIv2/3;PIR,64165
3f859b5c-e73a-4044-b49e-34bb81e96715,cortexlab,KS094,2022-06-17,2,probe01;probe00,3B2,6b6af675-e1ef-43a6-b408-95cfc71fe2cc;b2ea68e2-c732-4d17-8166-1a8595fff225,true,false,273,1860,8645517,490,4344.010570763879,72,30,23,CA1;CA2;LD;CA3;root;PO;alv;VISa1;VISa2/3;SSp-tr2/3;SSp-tr4;SSp-tr5;SSp-tr6a;SSp-tr6b;scwm;ccb;SSp-bfd1;SSp-bfd2/3;SSs2/3;SSs4;SSs5;AUDd5;AUDp5;PERI2/3;AUDp6a;AUDv5;AUDv6a;TEa5;ECT5;ECT2/3,CA1;CA3;LD;PO;SSp-tr2/3;VISa2/3;SSp-tr4;SSp-tr5;SSp-tr6a;SSp-tr6b;scwm;SSp-bfd1;SSp-bfd2/3;SSs2/3;SSs4;SSs5;AUDd5;AUDp5;AUDv5;AUDv6a;TEa5;ECT5;ECT2/3,79494
1b9e349e-93f2-41cc-a4b5-b212d7ddc8df,cortexlab,KS096,2022-06-15,2,probe00;probe01,3B2,1c4e2ebd-59da-4527-9700-b4b2dad6dfb2;3c283107-7012-48fc-a6c2-ed096b23974f,true,false,224,2298,34025845,1140,6671.95480599591,111,20,19,SIM;CUL4 5;PARN;MV;P;uf;CENT3;arb;PB;MY;SCiw;SCdg;SCdw;PAG;MRN;rust;RN;MB;IPL;PG,SIM;CUL4 5;arb;CENT3;uf;PB;P;MV;MY;PARN;SCiw;SCdg;SCdw;PAG;MRN;RN;rust;MB;PG,119716
f819d499-8bf7-4da0-a431-15377a8319d5,cortexlab,KS096,2022-06-16,2,probe00;probe01,3B2,4ea45238-55b1-4d54-ba92-efa47feb9f57;d4291925-ad00-47fe-baaf-3fdff0991e86,true,false,150,2051,10575214,441,4574.1504114336485,76,23,19,SIM;ANcr1;arb;PFL;FL;COPY;RSPd2/3;RSPd5;RSPv5;RSPv2/3;RSPv1;void;SCzo;SCsg;PAG;SCop;MA3;SCig;SCiw;SCdg;SCdw;MB;EW,SIM;ANcr1;arb;COPY;PFL;FL;RSPd2/3;RSPd5;RSPv5;RSPv2/3;RSPv1;SCsg;SCop;SCig;SCiw;SCdg;SCdw;PAG;MB,82739
8928f98a-b411-497e-aa4b-aa752434686d,cortexlab,KS096,2022-06-17,2,probe01;probe00,3B2,ad714133-1e03-4d3a-8427-33fc483daf1a;d7ec0892-0a6c-4f4f-9d8f-72083692af5c,true,false,249,1669,18525673,663,4640.5385312364,77,26,22,VISa2/3;CA1;VISa4;VISa5;VISa6a;VISa6b;or;ccs;alv;VPLpc;PO;DG-sg;DG-mo;DG-po;LP;root;SIM;CUL4 5;arb;CENT3;PARN;MV;uf;scp;MY;SUV,VISa2/3;VISa4;VISa5;VISa6a;VISa6b;or;CA1;DG-sg;DG-po;LP;PO;VPLpc;SIM;CUL4 5;arb;CENT3;uf;scp;SUV;MY;MV;PARN,79879
446f4724-1690-49f9-819a-2bd8e2ea88ce,cortexlab,KS096,2022-06-20,1,probe00,3B2,be9a2119-a4d7-4e62-82a1-b1a6623ecc99,true,false,79,793,2739390,701,4416.58014973075,73,11,8,ProS;CA1;DG-mo;DG-sg;DG-po;ENTm3;COApm;HPF;ENTm6;ENTm5;ENTm2,CA1;DG-mo;DG-sg;DG-po;ProS;HPF;ENTm6;ENTm5,39207
a2701b93-d8e1-47e9-a819-f1063046f3e7,cortexlab,KS096,2022-06-21,1,probe00,3B2,f336f6a4-f693-4b88-b12c-c5cf0785b061,true,false,23,514,1034079,515,3733.911586470547,62,8,6,DG-sg;DG-po;DG-mo;CA3;PA;CA1;COApm;ec,DG-mo;DG-sg;CA3;CA1;ec;PA,26580
0f25376f-2b78-4ddc-8c39-b6cdbe7bf5b9,danlab,DY_008,2020-03-03,1,probe00,3B2,44fc463b-405f-4048-9242-ac018b9f50f7,true,false,172,1014,4775059,471,3642.6996565144354,60,16,12,SSp-tr2/3;SSp-tr4;SSp-tr5;SSp-tr6a;SSp-tr6b;or;scwm;ccb;alv;CA1;DG-mo;CA3;PO;VPM;LP;root,SSp-tr4;SSp-tr5;SSp-tr6a;SSp-tr6b;scwm;alv;CA1;DG-mo;CA3;LP;PO;VPM,40831
ee13c19e-2790-4418-97ca-48f02e8013bb,danlab,DY_008,2020-03-04,1,probe00,3B2,818d2996-766a-4fd9-82b8-7e4cb080af0e,true,false,78,685,3231594,409,4760.400084811716,79,15,11,SSp-bfd4;SSp-bfd5;SSp-bfd6a;SSp-bfd6b;scwm;or;ccb;CP;RT;root;fiber tracts;st;em;VPL;int,SSp-bfd5;SSp-bfd6a;or;ccb;CP;fiber tracts;st;RT;em;VPL;int,30375
30e5937e-e86a-47e6-93ae-d2ae3877ff8e,danlab,DY_009,2020-03-04,1,probe00,3B2,07abb39b-063b-4ef8-b3ab-963c6a1b5cc5,true,false,110,697,3606382,424,3014.159330259777,50,13,9,RSPv1;SCsg;SCzo;SCop;SCig;SCiw;SCdg;MB;MRN;RN;PRNr;RSPv5;rust,SCsg;SCop;SCig;SCiw;SCdg;MB;MRN;RN;PRNr,30322
3dd347df-f14e-40d5-9ff2-9c49f84d2157,danlab,DY_009,2020-02-29,1,probe00,3B2,1a166c4f-4c53-422e-8473-b3cff85e6750,true,false,131,737,6080600,401,4791.080320233885,79,18,14,RSPagl5;RSPagl2/3;RSPagl6a;RSPd6a;RSPd6b;cing;fp;dhc;alv;SUB;MB;MRN;root;NOT;OP;PPT;NPC;RPF,RSPagl5;RSPagl6a;RSPd6a;RSPd6b;cing;fp;dhc;SUB;NOT;OP;PPT;MB;NPC;RPF,31102
6668c4a0-70a4-4012-a7da-709660971d7a,danlab,DY_009,2020-03-09,1,probe00,3B2,63679ae2-6c87-495b-b888-a7273e545636,true,false,346,888,27849432,427,3842.6774549950155,64,10,10,SIM;CUL4 5;PARN;arb;IP;scp;CB;SUV;LAV;MV,SIM;CUL4 5;PARN;arb;IP;scp;CB;SUV;LAV;MV,36470
e5c772cd-9c92-47ab-9525-d618b66a9b5d,danlab,DY_009,2020-03-07,1,probe00,3B2,9373cd09-a591-42be-9343-ed6f06b7056d,true,false,176,1235,14545764,514,3641.7969443940638,60,8,8,SIM;arb;DN;sptV;vVIIIn;MY;DCO;VCO,SIM;arb;DN;VCO;DCO;vVIIIn;MY;sptV,48569
158d5d35-a2ab-4a76-87b0-51048c5d5283,danlab,DY_009,2020-03-03,1,probe00,3B2,b76f24ea-95b1-4a0e-95eb-9c39b1283c40,true,false,105,632,5734840,401,3914.119048421539,65,16,11,VISp4;VISp5;VISp6a;or;VISp6b;fp;dhc;SUB;POST;SNr;MRN;bic;PRE;root;NB;MB,VISp6a;VISp6b;or;dhc;SUB;POST;bic;NB;MRN;MB;SNr,27238
413a6825-2144-4a50-b3fc-cf38ddd6fd1a,danlab,DY_009,2020-03-05,1,probe00,3B2,b9b101cf-24d3-4c2a-8464-bc91b9f0c767,true,false,52,717,1599416,456,3652.2055878666156,60,18,14,VISp1;VISp2/3;VISp4;VISp5;VISpl5;VISpl6a;PAR;ec;ENTm6;ENTm5;ENTm3;ENTm2;sptV;void;CB;mcp;P;PSV,VISp1;VISp2/3;VISp4;VISp5;VISpl6a;ec;ENTm6;ENTm5;ENTm3;PAR;mcp;P;PSV;sptV,31733
3c851386-e92d-4533-8d55-89a46f0e7384,danlab,DY_009,2020-03-02,1,probe00,3B2,c16b8e98-100f-40ce-b417-b1524c7e1270,true,false,67,513,1755120,403,3933.499318088894,65,10,7,VISl5;DG-mo;VISl6a;DG-sg;ProS;VISl6b;DG-po;or;fp;alv,VISl5;VISl6a;VISl6b;or;ProS;DG-mo;DG-sg,24211
a19c7a3a-7261-42ce-95d5-1f4ca46007ed,danlab,DY_009,2020-03-06,1,probe00,3B2,c6ba6f8e-c13e-410f-b7df-e193ba0d239d,true,false,80,1406,2276726,479,3099.1067219501692,51,14,12,VISp6a;RSPagl6a;RSPd6a;RSPd5;APr;void;bic;ICe;MB;ll;PB;P;NLL;PPN,RSPagl6a;RSPd6a;RSPd5;APr;void;ICe;MB;ll;NLL;P;PPN;PB,52190
db4df448-e449-4a6f-a0e7-288711e7a75a,danlab,DY_009,2020-02-27,1,probe00,3B2,febb430e-2d50-4f83-87a0-b5ffbb9a4943,true,false,120,709,2315077,402,3488.635814601334,58,23,18,VISp4;VISp5;VISp6a;DG-po;root;VISp6b;or;fp;alv;CA1;DG-mo;DG-sg;MB;PoT;SPFp;LP;bsc;fiber tracts;SGN;TH;FF;HY;SNc,VISp5;VISp6a;VISp6b;or;fp;CA1;DG-mo;DG-po;DG-sg;LP;SGN;PoT;TH;SPFp;MB;FF;HY;SNc,29911
02fbb6da-3034-47d6-a61b-7d06c796a830,danlab,DY_010,2020-01-29,1,probe00,3B2,2aea57ac-d3d0-4a09-b6fa-0aa9d58d1e11,true,false,96,781,2346321,646,4046.159788380442,67,18,13,VISa1;void;VISa2/3;VISa4;VISa5;VISa6a;VISa6b;cing;ccs;alv;CA1;DG-mo;DG-sg;DG-po;CA3;VPM;PO;LP,VISa2/3;VISa4;VISa5;VISa6a;cing;ccs;alv;CA1;DG-sg;DG-po;CA3;LP;PO,37360
90d1e82c-c96f-496c-ad4e-ee3f02067f25,danlab,DY_010,2020-01-23,1,probe00,3B2,b40d8c65-7ee8-4069-8b64-1a3f7907742f,true,false,103,563,3792676,541,4038.9299342322765,67,14,10,void;VISp2/3;VISp4;VISp5;VISp6a;dhc;SUB;root;MB;bsc;SCig;SCiw;MRN;or,VISp2/3;VISp4;VISp5;VISp6a;SUB;root;MB;SCig;SCiw;MRN,28850
4fa70097-8101-4f10-b585-db39429c5ed0,danlab,DY_010,2020-01-21,1,probe00,3B2,c2363000-27a6-461e-940b-15f681496ed8,true,false,103,539,2992678,485,3678.8296256569843,61,18,12,void;SSp-tr2/3;SSp-tr4;SSp-tr5;SSp-un5;SSp-un6a;SSp-un6b;ccb;alv;CA1;CA2;CA3;root;LGd-co;LD;LP;VPM;PO,SSp-tr2/3;SSp-tr4;SSp-tr5;SSp-un6a;CA1;CA2;CA3;LGd-co;LD;LP;PO;VPM,27192
bb6a5aae-2431-401d-8f6a-9fdd6de655a9,danlab,DY_010,2020-01-24,1,probe00,3B2,ccb501d1-a4fa-41c6-819e-54aaf74d439d,true,false,89,457,2520754,415,3594.933991835964,59,17,9,void;VISa2/3;VISa5;RSPagl5;RSPagl6a;RSPagl6b;DG-mo;ccb;alv;CA1;DG-po;MD;DG-sg;root;CL;LH;cing,RSPagl5;RSPagl6a;RSPagl6b;CA1;DG-mo;DG-po;CL;LH;MD,22956
931a70ae-90ee-448e-bedb-9d41f3eda647,danlab,DY_010,2020-01-28,1,probe00,3B2,eb99c2c8-e614-4240-931b-169bed23e9f5,true,false,126,889,3738355,501,3194.362605833139,53,19,16,void;VISrl1;VISrl2/3;VISrl4;VISrl5;VISrl6a;VISrl6b;or;CA1;ccs;alv;DG-mo;CA3;LGd-co;LGd-sh;ZI;ar;bsc;TH,VISrl1;VISrl2/3;VISrl4;VISrl5;VISrl6a;VISrl6b;ccs;alv;CA1;DG-mo;CA3;LGd-sh;LGd-co;TH;ar;ZI,38475
cf43dbb1-6992-40ec-a5f9-e8e838d0f643,danlab,DY_011,2020-02-08,1,probe00,3B2,0e8d3cb3-2e4c-47a0-8bb4-65d2cc3161c6,true,false,41,329,778824,402,3596.057841589493,59,17,11,MOp2/3;MOp5;V3;fi;MOs6b;MOp6a;MOs6a;cing;ccb;alv;CA3;DG-mo;root;chpl;PVT;IMD;CM,MOp2/3;MOp5;MOp6a;MOs6a;fi;DG-mo;V3;root;PVT;IMD;CM,18530
7bee9f09-a238-42cf-b499-f51f765c6ded,danlab,DY_011,2020-01-31,1,probe00,3B2,26118c10-35dd-4ab1-9f0f-b9a89a1da070,true,false,83,615,1805695,449,3369.932199241711,56,9,7,MOp2/3;scwm;MOp5;MOp6a;BST;MOp6b;ccb;CP;STR,MOp5;MOp6a;MOp6b;ccb;CP;STR;BST,27696
36280321-555b-446d-9b7d-c2e17991e090,danlab,DY_011,2020-02-01,1,probe00,3B2,898f8971-31e9-4fdb-b66e-2ae6d3a33a5b,true,false,59,430,1150772,556,4305.321837439065,71,14,9,MOp2/3;SF;LSc;LSr;MOp5;fi;VL;TRS;MOp1;MOs5;MOs6a;cing;ccb;void,LSc;LSr;fi;SF;TRS;MOp2/3;MOp5;MOs6a;cing,24877
741979ce-3f10-443a-8526-2275620c8473,danlab,DY_011,2020-02-07,1,probe00,3B2,b7612153-372f-415a-9770-7101fbbbdc59,true,false,84,566,2768938,617,3929.842808010833,65,14,14,SSp-ll2/3;SSp-ll4;SSp-ll5;SSp-ll6a;SSp-ll6b;scwm;ccb;VL;chpl;fi;root;LD;AV;VAL,SSp-ll2/3;SSp-ll4;SSp-ll5;SSp-ll6a;SSp-ll6b;scwm;ccb;VL;chpl;fi;root;LD;AV;VAL,31058
2f63c555-eb74-4d8d-ada5-5c3ecf3b46be,danlab,DY_013,2020-03-06,1,probe00,3B2,0925fb1b-cf83-4f55-bfb7-aa52f993a404,true,false,34,709,4500204,407,4789.228827508398,79,11,4,void;SIM;CUL4 5;SUT;V;P;MY;IRN;arb;PB;scp,SIM;CUL4 5;PB;V,31144
e535fb62-e245-4a48-b119-88ce62a6fe67,danlab,DY_013,2020-03-12,2,probe01;probe00,3B2,5c278ffe-6452-4c36-b17f-2050c74e13b1;c4f6665f-8be5-476b-a6e8-d81eeae9279d,true,false,107,1575,3537810,434,3827.6490418149533,63,26,16,CP;MEA;STR;int;GPi;SI;PAL;CEAm;VISpm2/3;VISpm4;VISpm5;VISp5;VISpm6a;VISp6a;VISpm6b;or;fp;alv;CA1;DG-mo;DG-sg;bsc;LP;APN;POL;MRN,CP;STR;int;GPi;SI;CEAm;MEA;VISpm2/3;VISpm4;VISpm5;VISp5;VISp6a;or;CA1;APN;MRN,66333
9a629642-3a9c-42ed-b70a-532db0e86199,danlab,DY_013,2020-03-07,1,probe00,3B2,9f78a787-c6d5-4e51-b4fb-1552e81eccd5,true,false,134,647,3969749,401,4207.584654687435,70,12,10,SSp-ul4;SSp-ul5;SSp-ul6a;SSp-ul6b;scwm;ccb;VL;chpl;fi;LD;VAL;VM,SSp-ul4;SSp-ul5;SSp-ul6a;SSp-ul6b;scwm;ccb;fi;LD;VAL;VM,28498
bd456d8f-d36e-434a-8051-ff3997253802,danlab,DY_014,2020-07-17,2,probe01;probe00,3B2,091392a5-73f6-40f3-8552-fa917cf96deb;d258bca2-bf18-4491-8d57-5322f705caec,true,false,228,1308,7349156,630,4838.035964200964,80,23,14,RSPv5;RSPv2/3;ccb;V3;chpl;MH;MD;SMT;PCN;root;dhc;TH;mtt;void;MOp2/3;MOp5;MOp6a;ACB;CP;MOp6b;scwm;fa;MOp1,RSPv5;RSPv2/3;MH;MD;PCN;TH;SMT;MOp2/3;MOp5;MOp6a;MOp6b;fa;CP;ACB,65839
ee8b36de-779f-4dea-901f-e0141c95722b,danlab,DY_014,2020-07-18,2,probe01;probe00,3B2,1ef94d02-d51a-491f-a313-1bb5238d6b8b;b375a0ee-4c5a-4a53-9cea-d753f206e5c5,true,false,220,1414,6384076,553,4596.342334924607,76,19,11,CP;ACB;OT;SI;void;MOp1;MOp2/3;MOp5;MOp6a;MOs6a;ccb;fi;LSc;cing;VL;SF;V3;vhc;root,CP;ACB;SI;OT;MOp1;MOp2/3;MOp5;MOs6a;LSc;fi;V3,65638
4720c98a-a305-4fba-affb-bbfa00a724a4,danlab,DY_014,2020-07-14,2,probe01;probe00,3B2,4755877d-fd14-42b3-bc15-e1996d153015;695476f6-4c14-4a2f-b658-948514629079,true,false,171,1284,8317300,608,4387.390642007369,73,25,14,ACAv2/3;ACAv1;root;IG;ccg;SH;STR;LSr;LPO;LSv;ACB;SI;fa;SSp-bfd2/3;SSp-bfd4;SSp-bfd5;SSp-bfd6a;scwm;ccb;CP;st;fiber tracts;RT;em;VPL,SH;STR;LSr;LSv;ACB;SI;LPO;SSp-bfd2/3;SSp-bfd4;SSp-bfd5;SSp-bfd6a;RT;em;VPL,65372
7622da34-51b6-4661-98ae-a57d40806008,danlab,DY_014,2020-07-15,2,probe01;probe00,3B2,4f46198d-c54d-4627-9e4e-3c8fd4c3c070;af775340-53d0-43cd-9cda-48e32b95adca,true,false,42,499,3625387,585,4610.353327035643,76,20,8,ACAv5;ccg;LSr;LSv;VL;ACB;SI;OT;void;SSp-ul1;SSp-ul2/3;SSp-ul4;SSp-ul5;SSp-ul6a;scwm;RT;CP;STR;st;em,ACB;SI;OT;SSp-ul2/3;SSp-ul4;SSp-ul5;SSp-ul6a;RT,40591
f25642c6-27a5-4a97-9ea0-06652db79fbd,danlab,DY_014,2020-07-13,2,probe01;probe00,3B2,57acb640-4f64-4a89-bedf-69351a3aea75;bebe7c8f-0f34-4c3a-8fbb-d2a5119d2961,true,false,135,897,3578645,403,4080.015189360425,68,18,10,PL1;ORBm1;ORBm2/3;ORBm5;DP;OT;AON;OLF;SSp-ul2/3;SSp-ul4;SSp-ul5;SSp-ul6a;VL;alv;fi;root;LD;PO,PL1;ORBm1;ORBm2/3;ORBm5;DP;AON;SSp-ul4;SSp-ul5;LD;PO,44068
b39752db-abdb-47ab-ae78-e8608bbf50ed,danlab,DY_014,2020-07-19,2,probe00;probe01,3B2,954b1983-e603-4611-ba15-dc2db6f988ab;d1af1003-247b-4f76-988f-d55cbb72aa80,true,false,147,1085,5289161,636,4719.110853068223,78,17,9,SSp-tr2/3;CA3;SSp-tr1;MD;DG-mo;SSp-tr4;SSp-tr5;SSp-ll6a;alv;CA1;CA2;LP;CL;CP;OT;SI;ACB,SSp-tr2/3;SSp-tr4;CA3;LP;CL;MD;CP;ACB;SI,59770
b658bc7d-07cd-4203-8a25-7b16b549851b,danlab,DY_014,2020-07-16,2,probe01;probe00,3B2,b910cbe2-0c68-40b2-b9f1-268e7c28320a;ecde7e20-f135-47dd-8f96-adac49e4942e,true,false,148,1270,4981117,925,5035.758742993836,83,18,12,ccb;LSr;LSv;STR;BST;aco;act;HY;MPO;VLPO;void;SSp-ul1;SSp-ul2/3;SSp-ul4;SSp-ul6a;SSp-ul5;scwm;CP,LSr;LSv;STR;aco;act;BST;MPO;SSp-ul2/3;SSp-ul4;SSp-ul5;SSp-ul6a;CP,78676
5339812f-8b91-40ba-9d8f-a559563cc46b,danlab,DY_016,2020-09-11,2,probe01;probe00,3B2,03c42ea1-1e04-4a3e-9b04-46d8568dcd02;95fd67e6-cbff-4356-80c7-5a03b1bf6b8a,true,false,469,2071,30072853,438,4164.0914087749115,69,30,23,SIM;arb;DN;MY;DCO;SPVI;sptV;icp;VISa5;VISa2/3;VISa6a;VISa6b;or;ccs;alv;CA1;DG-mo;DG-sg;DG-po;CA3;bsc;LGd-co;LGd-ip;TH;VPM;VPL;ml;ZI;HY;VISa4,SIM;arb;DN;DCO;MY;icp;sptV;SPVI;VISa5;VISa6a;or;CA1;DG-sg;DG-po;CA3;LGd-ip;LGd-co;TH;VPM;VPL;ml;HY;ZI,81531
251ece37-7798-477c-8a06-2845d4aa270c,danlab,DY_016,2020-09-15,2,probe01;probe00,3B2,11f70c37-a546-439a-9fb7-da6b6ebfb0cb;bdb2ec51-d948-4428-b2cc-2c6cd5bf5fe3,true,false,264,2095,23988291,507,4012.852461835595,66,16,14,arb;PRM;PFL;CB;void;icp;sptV;MY;CENT3;CENT2;mlf;LING;V4;chpl;PRP;GRN,arb;PRM;PFL;CB;void;icp;sptV;MY;CENT3;CENT2;LING;V4;mlf;GRN,85140
aa20388b-9ea3-4506-92f1-3c2be84b85db,danlab,DY_016,2020-09-14,2,probe01;probe00,3B2,19c9caea-2df8-4097-92f8-0a2bad055948;c2184312-2421-492b-bbee-e8c8e982e49e,true,false,192,1504,7102510,519,4480.784179407074,74,13,13,CP;STR;ec;CTXsp;PIR;EPv;SCiw;SCdg;SCdw;PAG;MRN;VTN;CS,CP;STR;ec;CTXsp;EPv;PIR;SCiw;SCdg;SCdw;PAG;MRN;VTN;CS,67339
c3d9b6fb-7fa9-4413-a364-92a54df0fc5d,danlab,DY_016,2020-09-13,2,probe00;probe01,3B2,cab81176-36cd-4c37-9353-841e85027d36;d06f4b61-42c1-4a8d-a2a5-c1cf8f7d0e47,true,false,191,2617,12885182,587,4693.013180435378,78,18,16,VISpl5;PAR;void;CUL4 5;PSV;CB;mcp;P;ICe;MB;ll;CUN;I5;KF;PB;SPVO;sctv;arb,PAR;void;CUL4 5;CB;mcp;P;PSV;ICe;MB;ll;CUN;arb;PB;KF;I5;SPVO,104485
d23a44ef-1402-4ed7-97f5-47e9a7a504d9,danlab,DY_016,2020-09-12,2,probe01;probe00,3B2,ce99545f-c6a5-4d53-8b68-0ceb78bd942e;dab512bd-a02d-4c1f-8dbc-9155a163efc0,true,false,398,1961,25888042,410,3668.937687176279,61,30,24,SIM;arb;IP;CB;y;DCO;MY;PARN;SPVI;sptV;icp;VISam5;VISam6a;cing;VISam6b;or;CA1;fp;alv;DG-mo;DG-sg;DG-po;root;LP;fiber tracts;Eth;PO;TH;VPLpc;ml,SIM;arb;IP;CB;y;DCO;SPVI;MY;icp;sptV;PARN;VISam5;VISam6a;alv;CA1;DG-sg;DG-po;DG-mo;LP;Eth;PO;VPLpc;TH;ml,77067
cde63527-7f5a-4cc3-8ac2-215d82e7da26,danlab,DY_018,2020-10-20,2,probe00;probe01,3B2,19e0bf1e-018e-40cb-9acd-af8f0f66bd4a;ecd07b7e-6450-4e31-bef1-f195129eb3d3,true,false,80,1410,1818971,508,3454.3884017474597,57,13,8,or;CA1;CA3;CA2;SSp-m4;SSp-m5;SSp-m6a;SSs6a;GU5;AIp5;SSs5;VISC5;AIp2/3,CA3;CA2;CA1;SSp-m5;SSp-m6a;SSs6a;SSs5;VISC5,64138
54238fd6-d2d0-4408-b1a9-d19d24fd29ce,danlab,DY_018,2020-10-15,2,probe01;probe00,3B2,94fcff55-2da2-4366-a2c7-2f58c05b54dc;f26a6ab1-7e37-4f8d-bb50-295c056e1062,true,false,241,1994,9356372,623,4295.992482919545,71,27,24,SCdg;MB;MRN;PPN;P;PRNr;SOCl;ll;VISa5;VPM;LP;VPL;ZI;ml;TH;VISa2/3;VISa4;CA1;VISa6a;DG-mo;scwm;ccs;DG-sg;DG-po;CA3;LGd-co;LGd-sh,SCdg;MB;MRN;PPN;P;PRNr;ll;SOCl;LP;VPM;VPL;ml;ZI;TH;VISa2/3;VISa4;VISa5;VISa6a;scwm;CA1;DG-sg;DG-po;CA3;LGd-co,87804
e8b4fda3-7fe4-4706-8ec2-91036cfee6bd,danlab,DY_018,2020-10-17,2,probe00;probe01,3B2,a6fe3779-2b77-4b66-a625-a6078720e412;fb0de39b-c750-4adc-af18-12bf8a22ed41,true,false,175,1002,7011564,527,3627.7419869021705,60,27,15,VISp6a;VISp6b;or;fp;CA1;alv;DG-mo;DG-sg;DG-po;bsc;fiber tracts;LP;LGd-co;MGd;MGv;MGm;TH;HY;ZI;MB;SNr;VISpm6a;POST;void;PAR;PRE;ENTm1,CA1;DG-mo;DG-sg;DG-po;LP;MGd;MGv;MGm;TH;HY;ZI;MB;SNr;VISp6a;POST,52429
