db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,read_limit_kib_s,distance_m
captures\bandwidth_capture.sqlite3,2026-08-01T03:07:04.011501+00:00,2026-08-01T03:06:14.142435+00:00,2026-08-01T03:06:56.664013+00:00,last 0.8 minutes,480,42.5215781,704640,705127,488,8,8,1,0,0.0,0.0,0,0,11.65065102039775,10.595771255953316,13.171095872042404,46.761890326010494,42.52794908395325,52.86445706454519,221.4824790098446,325.67790018555553,2.2079899657052535,6.606992216970497,480,3663.8361202083333,3719.91155,4727.93466,4939.397722,5005.645175,throttle-60kib-001,throttle-60kib,60.0,
