db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,transport,payload_bytes,frame_bytes,target_fps,target_rate_kib_s,read_limit_kib_s,distance_m
captures\udp_max_throughput_20260812_141644\bandwidth_capture.sqlite3,2026-08-12T06:19:17.574760+00:00,2026-08-12T06:16:44.768212+00:00,2026-08-12T06:18:44.672608+00:00,all data,83337,119.9043955,2528597,2618785,90189,6852,6852,284,6852,0.019151656855123406,0.7044545973729297,0,0,694.6185112998394,177.93729489721807,1128.7198517328143,704.1152487590169,180.37003135089097,1144.151568455724,7.738577054313835,24.4109933440509,96.07035277620972,391.39850171336525,83337,2397.703756384319,1305.2981,10214.257919999995,15053.912728,15334.806265,udp-max-throughput-001,udp-max-throughput,udp,1024,1038,unlimited,,,
