db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,transport,payload_bytes,frame_bytes,target_fps,target_rate_kib_s,read_limit_kib_s,distance_m
captures\bandwidth_capture.sqlite3,2026-08-10T15:42:46.341591+00:00,2026-08-10T15:41:44.940507+00:00,2026-08-10T15:42:44.915594+00:00,last 1 minutes,47492,59.9750866,20566,68265,47700,208,208,38,249,0.005004581506061444,0.06691449814126393,0,0,790.7285461847099,725.7580322698633,857.7089793427664,801.5392880270789,735.6805053673029,869.4354692947182,6.832471326129507,9.94770654209438,53.85571912849703,261.8031326191336,0,,,,,,udp-1k-800fps-001,udp-1k-800fps,udp,1024,1038,800,810.9375,,
