db_path,generated_at,capture_start_utc,capture_end_utc,time_filter,frame_count,duration_s,seq_min,seq_max,expected_frames,total_missing_by_seq,missing_frames_by_gaps,longest_missing_run,missing_frames_window_sum,loss_rate_mean,loss_rate_max,crc_errors_total,old_frames_total,fps_mean,fps_min,fps_max,rate_kib_s_mean,rate_kib_s_min,rate_kib_s_max,interval_jitter_ms_mean,interval_jitter_ms_max,bandwidth_jitter_kib_s_mean,bandwidth_jitter_kib_s_max,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms,latency_window_p95_max_ms,experiment_id,condition_label,read_limit_kib_s,distance_m
captures\bandwidth_capture.sqlite3,2026-08-01T03:08:04.067510+00:00,2026-08-01T03:07:12.227212+00:00,2026-08-01T03:07:55.632924+00:00,last 0.8 minutes,368,43.4057121,705162,705539,378,10,10,1,0,0.0,0.0,0,0,8.82369671030275,8.022233781381836,9.236693503863867,35.41542331967218,32.19861410300717,37.073056934453604,244.818739441587,467.9151805361655,0.6514842364675991,3.446751580621926,368,5329.628047282609,5487.3235,6522.090155,6705.306906,6726.8928,throttle-40kib-001,throttle-40kib,40.0,
