window_end_ns,elapsed_s,fps,rate_kib_s,missing_frames,loss_rate,crc_errors,old_frames,avg_interval_ms,interval_jitter_ms,bandwidth_jitter_kib_s,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
1786375665024030900,1.0279202999990957,283.09587815344827,286.96632961257745,0,0.0,0,0,3.3878072413793103,5.6657435837983545,0.0,0,,,,
1786375666047254800,1.0232299999988754,250.18812974627537,253.60867058265023,0,0.0,0,0,3.99896484375,15.464475984608205,23.587426904570208,0,,,,
1786375667074316800,1.0270654000014474,249.25384498361956,252.661612395505,0,0.0,0,0,4.011907421875,12.704068648944004,19.538184658551877,0,,,,
1786375668094717700,1.0204009000008227,250.88178577634886,254.3118101912599,0,0.0,0,0,3.98617734375,11.181935542084288,16.733148625860256,0,,,,
1786375669118713000,1.0239952999982052,250.00114746664238,253.4191319046629,0,0.0,0,0,4.00011796875,9.867616327412065,14.97798428446903,0,,,,
1786375670142686400,1.0239733000016713,250.0065187242501,253.4245765974332,0,0.0,0,0,3.99973984375,12.568134744380966,13.678758079480358,0,,,,
1786375671166607800,1.0239212999986194,250.0192153443289,253.43744680411464,0,0.0,0,0,3.999696484375,12.108736363143151,12.666824788469109,0,,,,
1786375672194599400,1.0279918000014732,249.02922377360707,252.43392019238686,0,0.0,0,0,4.015550390625,10.774569250564754,11.906810529089913,0,,,,
1786375673219588600,1.0249887999998464,249.7588266330699,253.17349809094392,0,0.0,0,0,4.003947265625,10.290977814136582,11.232197216388109,0,,,,
1786375674242908400,1.023319599997194,250.16622372981223,253.58646506986827,0,0.0,0,0,3.996739453125,14.432998028392252,10.64625910004833,0,,,,
1786375675267120200,1.0242123999996693,249.9481552850587,253.36541522059662,0,0.0,0,0,4.001339453125,11.65221876239844,10.14991783647705,0,,,,
1786375676291003900,1.0238825000014913,250.0286898151176,253.44705080868366,0,0.0,0,0,3.99867890625,11.527360217708484,9.715012268822006,0,,,,
1786375677316154900,1.025150900000881,249.7193340022235,253.13346552178513,0,0.0,0,0,4.004698828125,11.166516117426408,9.339041256245412,0,,,,
1786375678338865400,1.0227114999979676,250.31497152472494,253.73724652603954,0,0.0,0,0,3.995681640625,20.7779680136044,8.991617147223776,0,,,,
1786375679363290500,1.0244254999997793,249.8961613119306,253.31271039236714,0,0.0,0,0,4.00168125,12.466335881890785,8.687639152533599,0,,,,
1786375680387187700,1.023897200000647,250.0251001759144,253.44341209238195,0,0.0,0,0,3.999799609375,11.3800426564089,8.41037631480114,0,,,,
1786375681412149000,1.0249609999991662,249.76560083769846,253.18036491165137,0,0.0,0,0,4.00350625,11.662689287976525,8.162165348927633,0,,,,
1786375682435688300,1.023538000001281,250.11284388042222,253.53235541784986,0,0.0,0,0,3.9975640625,13.74212147893909,7.929816065110824,0,,,,
1786375683459136300,1.0234490000002552,250.13459390740152,253.55440280847927,0,0.0,0,0,3.998561328125,10.77736835825874,7.716000065589162,0,,,,
1786375684483036600,1.0238998999993782,250.0244408659044,253.44274376836796,0,0.0,0,0,3.998959375,10.75493551818438,7.5198276336304115,0,,,,
1786375685507535400,1.0244996000001265,249.87808682401476,253.29438879231182,0,0.0,0,0,4.0027140625,10.811792492584356,7.339525463275682,0,,,,
1786375686531644900,1.0241100000021106,249.97314741528976,253.39074904010818,0,0.0,0,0,4.0002421875,12.046737798800004,7.170599025216502,0,,,,
1786375687554150500,1.0225049999971816,250.3655238856589,253.78849003253313,0,0.0,0,0,3.99420234375,10.934837014509034,7.009586380334035,0,,,,
1786375688578193700,1.0240434000006644,249.98940474576946,253.40722863877804,0,0.0,0,0,4.000094140625,10.195596592916717,6.8618703023353005,0,,,,
1786375689604071000,1.0258770000000368,249.5425864894045,252.95430153906432,0,0.0,0,0,4.0072140625,10.918444481261501,6.727461797840748,0,,,,
1786375690627207700,1.0231371000008949,250.21084662043444,253.6316980390732,0,0.0,0,0,3.9969527343749998,13.088679387725072,6.594996021358606,0,,,,
1786375691653506900,1.0262991999989026,249.4399294087667,252.85024094365218,0,0.0,0,0,4.008846484375,11.957422764314082,6.476489557208294,0,,,,
1786375692676508000,1.0230010000013863,250.2441346583758,253.66544118690828,0,0.0,0,0,3.99606484375,11.210134196503713,6.3579332198809455,0,,,,
1786375693699244600,1.0227365999999165,250.3088282946175,253.73101930645797,0,0.0,0,0,3.99521796875,13.087981860119347,6.245342425630398,0,,,,
1786375694722853000,1.0236077000008663,250.09581307348836,253.51509176785245,0,0.0,0,0,3.997798828125,17.438045861242106,6.139615264229132,0,,,,
1786375695751960000,1.0291069999984757,248.75936127183977,252.1603681642282,0,0.0,0,0,4.020497265625,13.608440853953883,0.4198523531535081,0,,,,
1786375696769783900,1.0178235999992467,251.51706052029985,254.95577033210083,0,0.0,0,0,3.97553515625,12.363634171674383,0.5103934421694907,0,,,,
1786375697794389900,1.0246067000007315,249.8519675889463,253.26791245832644,0,0.0,0,0,4.0026953125,11.65359675669215,0.4918945630135926,0,,,,
1786375698820985200,1.0265952000008838,249.36800795462477,252.77733618837942,0,0.0,0,0,4.010119140625,11.342983655582366,0.475278709795411,0,,,,
1786375699843224900,1.0222394999982498,250.43054978841877,253.8544049613073,0,0.0,0,0,3.9932265625,12.081954054516533,0.4834935022870207,0,,,,
1786375700867674400,1.024449900000036,249.89020936991747,253.3066770761468,0,0.0,0,0,4.001714453125,11.616629440026411,0.4836117016742512,0,,,,
1786375701892646400,1.0249721000000136,249.76289598516544,253.17762307871263,0,0.0,0,0,4.003619140625,11.861490494130074,0.4848302066269389,0,,,,
1786375702916986100,1.0243389999995998,249.91726371845652,253.33410130835728,0,0.0,0,0,4.001178515625,13.035405823665569,0.45168171540169294,0,,,,
1786375703938910400,1.021924399999989,250.507767502178,253.93267838599687,0,0.0,0,0,3.992108203125,12.205598681365855,0.4598022285317844,0,,,,
1786375704962397500,1.023485300000175,250.12572237232547,253.54540998288462,0,0.0,0,0,3.997626171875,13.806820127540357,0.4593640439177016,0,,,,
1786375705984960000,1.022564599999896,250.3509313739455,253.77369801382366,0,0.0,0,0,3.994808984375,11.356574527774622,0.4636273150168212,0,,,,
1786375707010903500,1.0259435000007215,249.5264115419806,252.9379054497811,0,0.0,0,0,4.0076,13.890261703493186,0.4724666507796359,0,,,,
1786375708039313600,1.0284100999997463,248.9279325437033,252.33124412144923,0,0.0,0,0,4.017369921875,11.24061509841256,0.5104013654884828,0,,,,
1786375709058905100,1.0195918999997957,251.08084911232748,254.5135950962851,0,0.0,0,0,3.982593359375,11.607042993438267,0.546842620602216,0,,,,
1786375710082542500,1.0236358000001928,250.08894765106083,253.50813248222767,0,0.0,0,0,3.998562890625,10.232279824060345,0.54669947897409,0,,,,
1786375711107024400,1.0244830000010552,249.88213567207686,253.29849299571853,0,0.0,0,0,4.002037890625,15.64073024688845,0.5471739032807938,0,,,,
1786375712132277400,1.0252534999999625,249.6943438866674,253.10813374449293,0,0.0,0,0,4.004747265625,11.103143317990433,0.548424312785363,0,,,,
1786375713155870200,1.0235920999984955,250.09962464577077,253.51895545147468,0,0.0,0,0,3.998530859375,11.199941708476846,0.5483334593223924,0,,,,
1786375714180772200,1.0249006000012741,249.78032015951766,253.19528547419856,0,0.0,0,0,4.0023796874999995,11.006919798608399,0.5491634209266621,0,,,,
1786375715202781100,1.02201100000093,250.48654075129042,253.91116142562447,0,0.0,0,0,3.993253125,13.050648977095458,0.5568599581063094,0,,,,
1786375716238878500,1.0360970000001544,247.0811130617711,250.45917515441252,0,0.0,0,0,4.04725234375,12.472039002699487,0.7764319324692474,0,,,,
1786375717252594500,1.0137161999991804,252.53616347475455,255.98880633476097,0,0.0,0,0,3.959807421875,10.79702395104116,0.9161394264779609,0,,,,
1786375718279374200,1.0267797999986215,249.32317523225885,252.73189051863739,0,0.0,0,0,4.01093359375,12.298807323988473,0.9215142535039785,0,,,,
