window_end_ns,elapsed_s,fps,rate_kib_s,missing_frames,loss_rate,crc_errors,old_frames,avg_interval_ms,interval_jitter_ms,bandwidth_jitter_kib_s,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
1786378086605549100,1.0003281999961473,861.7171844233922,873.4984740541807,0,0.0,0,0,1.1096226480836238,4.2037062696780625,0.0,862,4720.34544988399,4691.5387,4861.23088,4880.206166
1786378087608934600,1.003385399999388,742.4863865873017,752.637567653925,0,0.0,0,0,1.3466055033557047,8.76493072474659,85.46156649597346,745,4729.794004832215,4700.9188,4875.2641,4895.897628000001
1786378088633769200,1.024837100005243,746.4600959470401,756.665605071316,0,0.0,0,0,1.339641045751634,14.086745558154938,68.64583388195592,765,4833.072124183006,4823.6135,5047.89866,5065.577592
1786378089656199100,1.0224309999975958,745.2825667470879,755.4719768393333,0,0.0,0,0,1.3419409448818898,8.839169876758813,59.31077454440539,762,4729.450259055118,4701.288500000001,4878.65903,4896.702761
1786378090656679500,1.000480199996673,748.6405028330303,758.8758222077006,0,0.0,0,0,1.3358590120160214,7.2291333967706235,52.63409307852007,749,4704.741609212283,4679.6915,4826.4194800000005,4845.600424
1786378091658163900,1.0014846000049147,760.8704117829276,771.2729369440224,0,0.0,0,0,1.313982283464567,5.767001324046292,47.19499459634105,762,4687.896556955381,4670.59425,4794.60097,4809.566916
1786378092658361100,1.0001972999962163,740.8538295422345,750.9826904930072,0,0.0,0,0,1.3500141700404857,7.216712707623882,44.282729657282324,741,4697.92697125506,4686.1635,4780.0557,4797.2953
1786378093658655900,1.0002949999980046,728.7850084239691,738.7488659610156,0,0.0,0,0,1.372219890260631,7.483299819682887,42.871053971955185,729,4697.816093004115,4678.8697,4797.499019999999,4816.462680000001
1786378094674881100,1.0162245000028634,738.0258988027614,748.1160966379554,0,0.0,0,0,1.3548752,5.437593154889618,40.74655535853041,750,4683.443914933333,4668.487,4778.220275,4798.090362000001
1786378095699029800,1.0241489999971236,748.9144645966106,759.1535295422674,3,0.003896103896103896,0,0,1.3352988265971315,5.97443859930609,38.503845461676576,767,4692.304243676663,4674.1548,4801.33054,4819.9112860000005
1786378096699519200,1.0004894000012428,715.6497610060743,725.4340350823292,0,0.0,0,0,1.3973519553072626,7.674528683052997,38.57354325881818,716,4705.743636312849,4680.8214499999995,4825.054,4843.212675000001
1786378097700094900,1.000575400001253,760.5623724099623,770.9606860952548,0,0.0,0,0,1.314828120893561,7.023511501753293,36.8537048115453,761,4715.236447043364,4699.4504,4838.1077,4857.20098
1786378098700430100,1.0003358000030858,705.7630047808168,715.4121083618045,0,0.0,0,0,1.4168939093484418,8.038742385801525,37.71976926999788,706,4717.04179674221,4705.384099999999,4827.845275,4847.3478749999995
1786378099700974200,1.0005434999984573,786.5724978486328,797.326418717657,0,0.0,0,0,1.2713171537484118,6.191298012153075,37.60311506793507,787,4715.049815501906,4676.3967,4871.8496700000005,4892.257276
