recv_time_ns,seq,send_ts_us,timestamp_mode,latency_ms,payload_bytes,frame_bytes,arrival_interval_ms
1785553632227211900,705162,1785553631025461,epoch_us,1201.7509,4096,4110,
1785553632423120600,705163,1785553631075858,epoch_us,1347.2626,4096,4110,195.9087
1785553632857885900,705164,1785553631125858,epoch_us,1732.0279,4096,4110,434.7653
1785553632865395000,705165,1785553631175949,epoch_us,1689.446,4096,4110,7.5091
1785553632871364800,705166,1785553631225880,epoch_us,1645.4848,4096,4110,5.9698
1785553632877559800,705167,1785553631275859,epoch_us,1601.7008,4096,4110,6.195
1785553632884478500,705168,1785553631325856,epoch_us,1558.6225,4096,4110,6.9187
1785553633800745600,705169,1785553631375863,epoch_us,2424.8826,4096,4110,916.2671
1785553633815018300,705170,1785553631425856,epoch_us,2389.1623,4096,4110,14.2727
1785553633820819900,705171,1785553631475864,epoch_us,2344.9559,4096,4110,5.8016
1785553633828763400,705172,1785553631525860,epoch_us,2302.9034,4096,4110,7.9435
1785553633831398000,705173,1785553631575860,epoch_us,2255.538,4096,4110,2.6346
1785553633834412800,705174,1785553631625854,epoch_us,2208.5588,4096,4110,3.0148
1785553633838376800,705175,1785553631675854,epoch_us,2162.5228,4096,4110,3.964
1785553633842889200,705176,1785553631725860,epoch_us,2117.0292,4096,4110,4.5124
1785553633846437800,705177,1785553631775871,epoch_us,2070.5668,4096,4110,3.5486
1785553635662498900,705178,1785553631825856,epoch_us,3836.6429,4096,4110,1816.0611
1785553635670277400,705179,1785553631875867,epoch_us,3794.4104,4096,4110,7.7785
1785553635675222000,705180,1785553631925858,epoch_us,3749.364,4096,4110,4.9446
1785553635681208400,705181,1785553631975861,epoch_us,3705.3474,4096,4110,5.9864
1785553635684825900,705182,1785553632025857,epoch_us,3658.9689,4096,4110,3.6175
1785553635688359200,705183,1785553632075870,epoch_us,3612.4892,4096,4110,3.5333
1785553635691672900,705184,1785553632125857,epoch_us,3565.8159,4096,4110,3.3137
1785553635694853100,705185,1785553632175866,epoch_us,3518.9871,4096,4110,3.1802
1785553635699160300,705186,1785553632225853,epoch_us,3473.3073,4096,4110,4.3072
1785553635702406800,705187,1785553632275866,epoch_us,3426.5408,4096,4110,3.2465
1785553635705265600,705188,1785553632325857,epoch_us,3379.4086,4096,4110,2.8588
1785553635707980400,705189,1785553632375871,epoch_us,3332.1094,4096,4110,2.7148
1785553635710761600,705190,1785553632425858,epoch_us,3284.9036,4096,4110,2.7812
1785553635713640000,705191,1785553632475856,epoch_us,3237.784,4096,4110,2.8784
1785553635716284300,705192,1785553632525864,epoch_us,3190.4203,4096,4110,2.6443
1785553637504153700,705193,1785553632575863,epoch_us,4928.2907,4096,4110,1787.8694
1785553637513089900,705194,1785553632625858,epoch_us,4887.2319,4096,4110,8.9362
1785553637519640400,705195,1785553632675858,epoch_us,4843.7824,4096,4110,6.5505
