recv_time_ns,seq,send_ts_us,payload_bytes,frame_bytes,arrival_interval_ms
1785504967382802500,73,9554519,4096,4110,3.1287
1785504967385547300,74,9604519,4096,4110,2.7448
1785504967388373700,75,9654519,4096,4110,2.8264
1785504967391051200,76,9704519,4096,4110,2.6775
1785504967393726600,77,9754519,4096,4110,2.6754
1785504967396644700,78,9804519,4096,4110,2.9181
1785504967399312600,79,9854519,4096,4110,2.6679
1785504967402117800,80,9904519,4096,4110,2.8052
1785504967404820700,81,9994762,4096,4110,2.7029
1785504967407499700,82,10004519,4096,4110,2.679
1785504967410319100,83,10054519,4096,4110,2.8194
1785504967412952300,84,10104519,4096,4110,2.6332
1785504967415768400,85,10154519,4096,4110,2.8161
1785504967418550100,86,10204519,4096,4110,2.7817
1785504967421276600,87,10254519,4096,4110,2.7265
1785504967424179400,88,10304519,4096,4110,2.9028
1785504967499254900,89,10354519,4096,4110,75.0755
1785504975849565100,161,17717763,4096,4110,8350.3102
1785504976048563200,162,17757911,4096,4110,198.9981
1785504976051843000,163,17762118,4096,4110,3.2798
1785504976054878900,164,17766868,4096,4110,3.0359
1785504976057599000,165,17771405,4096,4110,2.7201
1785504976060512500,166,17775812,4096,4110,2.9135
1785504976063263100,167,17782962,4096,4110,2.7506
1785504976065936000,168,17786433,4096,4110,2.6729
1785504976068823800,169,17832809,4096,4110,2.8878
1785504976071541700,170,17837475,4096,4110,2.7179
1785504976074271100,171,17841661,4096,4110,2.7294
1785504976076889800,172,17848692,4096,4110,2.6187
1785504976079518800,173,17852082,4096,4110,2.629
1785504976082421000,174,17857627,4096,4110,2.9022
1785504976085096100,175,17864908,4096,4110,2.6751
1785504976087782400,176,17868278,4096,4110,2.6863
1785504976090478200,177,17873077,4096,4110,2.6958
1785504976093148800,178,17877177,4096,4110,2.6706
1785504976095997500,179,17883915,4096,4110,2.8487
1785504976098638000,180,17887298,4096,4110,2.6405
1785504976101224300,181,17933894,4096,4110,2.5863
1785504976103939000,182,17938592,4096,4110,2.7147
1785504976106606100,183,17943115,4096,4110,2.6671
1785504976109548500,184,17950012,4096,4110,2.9424
1785504976112391900,185,17953382,4096,4110,2.8434
1785504976115386900,186,17959901,4096,4110,2.995
1785504976118150900,187,17964631,4096,4110,2.764
1785504976120791200,188,17968816,4096,4110,2.6403
1785504976123898700,189,17973405,4096,4110,3.1075
1785504976131704100,190,17977826,4096,4110,7.8054
1785504976139569500,191,17984605,4096,4110,7.8654
1785504976147058100,192,17987984,4096,4110,7.4886
1785504976153602000,193,18038683,4096,4110,6.5439
1785504976159517000,194,18042927,4096,4110,5.915
1785504989229803400,275,26287731,4096,4110,13070.2864
1785504989232499100,276,26359246,4096,4110,2.6957
1785504989235255700,277,26363836,4096,4110,2.7566
1785504989237987000,278,26368435,4096,4110,2.7313
1785504989241025000,279,26372744,4096,4110,3.038
1785504989414729500,280,26380997,4096,4110,173.7045
1785504989424516600,281,26385200,4096,4110,9.7871
1785504989427262700,282,26428114,4096,4110,2.7461
1785504989431072200,283,26432305,4096,4110,3.8095
1785504989433753700,284,26436843,4096,4110,2.6815
1785504989436902400,285,26441221,4096,4110,3.1487
1785504989439577000,286,26447984,4096,4110,2.6746
1785504989442257200,287,26451365,4096,4110,2.6802
1785504989444870500,288,26457798,4096,4110,2.6133
1785504989447508000,289,26463096,4096,4110,2.6375
1785504989450361400,290,26467931,4096,4110,2.8534
1785504989453162700,291,26472552,4096,4110,2.8013
1785504989455769300,292,26476851,4096,4110,2.6066
1785504989458355000,293,26481389,4096,4110,2.5857
1785504989461147300,294,26485830,4096,4110,2.7923
1785504989464364400,295,26490256,4096,4110,3.2171
1785504989467182500,296,26532043,4096,4110,2.8181
1785504989469883100,297,26536744,4096,4110,2.7006
1785504989472578600,298,26541172,4096,4110,2.6955
1785504989475273400,299,26549442,4096,4110,2.6948
1785504989478121500,300,26552786,4096,4110,2.8481
1785504989481238800,301,26556769,4096,4110,3.1173
1785504989483967100,302,26561836,4096,4110,2.7283
1785504989486677000,303,26566461,4096,4110,2.7099
1785504989489401600,304,26570671,4096,4110,2.7246
1785504989492176900,305,26577807,4096,4110,2.7753
1785504989495228300,306,26581167,4096,4110,3.0514
1785504989498213200,307,26587777,4096,4110,2.9849
1785504989500887200,308,26591133,4096,4110,2.674
1785504989503551000,309,26636972,4096,4110,2.6638
1785504989506207100,310,26641254,4096,4110,2.6561
1785504989617198700,311,26645815,4096,4110,110.9916
1785504989622691700,312,26650437,4096,4110,5.493
1785504991394783200,441,39838926,4096,4110,1772.0915
1785504991592721300,442,39876029,4096,4110,197.9381
1785504991596914100,443,39880698,4096,4110,4.1928
1785504991599735700,444,39885090,4096,4110,2.8216
1785504991602711100,445,39891014,4096,4110,2.9754
1785504991606263000,446,39895987,4096,4110,3.5519
1785504991609201800,447,39900289,4096,4110,2.9388
1785504991612639900,448,39904525,4096,4110,3.4381
1785504991616333300,449,39947272,4096,4110,3.6934
1785504991619164600,450,39953000,4096,4110,2.8313
1785504991622010500,451,39957140,4096,4110,2.8459
1785504991624809700,452,39963872,4096,4110,2.7992
1785504991627696600,453,39967263,4096,4110,2.8869
1785504991630428900,454,39971227,4096,4110,2.7323
1785504991633102700,455,39975920,4096,4110,2.6738
1785504991635974100,456,39982926,4096,4110,2.8714
1785504991638701800,457,39986224,4096,4110,2.7277
1785504991641529600,458,39990900,4096,4110,2.8278
1785504991644403900,459,39995320,4096,4110,2.8743
1785504991647659600,460,40001935,4096,4110,3.2557
1785504991650628800,461,40005341,4096,4110,2.9692
1785504991653639200,462,40049959,4096,4110,3.0104
1785504991656323300,463,40054222,4096,4110,2.6841
1785504991659131600,464,40058780,4096,4110,2.8083
1785504991661926200,465,40063174,4096,4110,2.7946
1785504991664663300,466,40069786,4096,4110,2.7371
1785504991667288900,467,40073167,4096,4110,2.6256
1785504991670102600,468,40079071,4096,4110,2.8137
1785504991672703500,469,40083480,4096,4110,2.6009
1785504991675694200,470,40089212,4096,4110,2.9907
1785504991678422800,471,40095771,4096,4110,2.7286
1785504991681197100,472,40099170,4096,4110,2.7743
1785504991684013200,473,40103726,4096,4110,2.8161
1785504991771446400,474,40108139,4096,4110,87.4332
1785505001834496100,493,42002735,4096,4110,10063.0497
1785505001837170900,494,42026840,4096,4110,2.6748
1785505002035726100,495,42031385,4096,4110,198.5552
1785505002045031300,496,42035795,4096,4110,9.3052
1785505002048461200,497,42040382,4096,4110,3.4299
1785505002051158700,498,42044837,4096,4110,2.6975
1785505002053852500,499,42049459,4096,4110,2.6938
1785505002056595800,500,42053740,4096,4110,2.7433
1785505002060229400,501,42098057,4096,4110,3.6336
1785505002063372800,502,42102277,4096,4110,3.1434
1785505002066467400,503,42106572,4096,4110,3.0946
1785505002069615400,504,42112942,4096,4110,3.148
1785505002072382300,505,42117199,4096,4110,2.7669
1785505002075043200,506,42121146,4096,4110,2.6609
1785505002077747400,507,42127167,4096,4110,2.7042
1785505002080393500,508,42131552,4096,4110,2.6461
1785505002083040400,509,42136152,4096,4110,2.6469
1785505002085887800,510,42142717,4096,4110,2.8474
1785505002088657900,511,42149795,4096,4110,2.7701
1785505002091324700,512,42153175,4096,4110,2.6668
1785505002093982700,513,42157522,4096,4110,2.658
1785505002096765000,514,42199392,4096,4110,2.7823
1785505002099446800,515,42203621,4096,4110,2.6818
1785505002102146400,516,42208265,4096,4110,2.6996
1785505002105032300,517,42212705,4096,4110,2.8859
1785505002107687000,518,42218957,4096,4110,2.6547
1785505002110449300,519,42227998,4096,4110,2.7623
1785505002113235700,520,42231388,4096,4110,2.7864
1785505002115896400,521,42235957,4096,4110,2.6607
1785505002118671300,522,42240391,4096,4110,2.7749
1785505002121352700,523,42247060,4096,4110,2.6814
1785505002124274600,524,42250428,4096,4110,2.9219
1785505002127014700,525,42255856,4096,4110,2.7401
1785505002211134500,526,42260142,4096,4110,84.1198
1785505015981095100,625,52397719,4096,4110,13769.9606
1785505015984880800,626,52472017,4096,4110,3.7857
1785505015987660400,627,52478519,4096,4110,2.7796
1785505015993131200,628,52484681,4096,4110,5.4708
1785505015996893400,629,52490955,4096,4110,3.7622
1785505016001296700,630,52494342,4096,4110,4.4033
1785505016005997600,631,52499080,4096,4110,4.7009
1785505016009004700,632,52540766,4096,4110,3.0071
1785505016011758400,633,52545328,4096,4110,2.7537
1785505016014761100,634,52550037,4096,4110,3.0027
1785505016017361900,635,52554500,4096,4110,2.6008
1785505016020294100,636,52558772,4096,4110,2.9322
1785505016023109500,637,52565992,4096,4110,2.8154
1785505016026027700,638,52569373,4096,4110,2.9182
1785505016028707000,639,52573615,4096,4110,2.6793
1785505016031338500,640,52577997,4096,4110,2.6315
1785505016197396300,641,52583738,4096,4110,166.0578
1785505016202875900,642,52587572,4096,4110,5.4796
1785505016205634600,643,52594217,4096,4110,2.7587
1785505016208252300,644,52597600,4096,4110,2.6177
1785505016210886700,645,52601917,4096,4110,2.6344
1785505016213768400,646,52643357,4096,4110,2.8817
1785505016216522000,647,52648021,4096,4110,2.7536
1785505016219262200,648,52652706,4096,4110,2.7402
1785505016221933900,649,52657384,4096,4110,2.6717
1785505016224628300,650,52661796,4096,4110,2.6944
1785505016227403100,651,52671773,4096,4110,2.7748
1785505016230125200,652,52675139,4096,4110,2.7221
1785505016232747200,653,52679822,4096,4110,2.622
1785505016235525500,654,52684346,4096,4110,2.7783
1785505016238180400,655,52690249,4096,4110,2.6549
1785505016240992200,656,52694035,4096,4110,2.8118
1785505016243853100,657,52700838,4096,4110,2.8609
1785505028796517600,757,62900719,4096,4110,12552.6645
1785505028799940100,758,62916968,4096,4110,3.4225
1785505028802660700,759,62923654,4096,4110,2.7206
1785505028805490300,760,62927055,4096,4110,2.8296
1785505028808302700,761,62931745,4096,4110,2.8124
1785505028811537000,762,62936154,4096,4110,3.2343
1785505028814331800,763,62942913,4096,4110,2.7948
1785505028816967500,764,62946352,4096,4110,2.6357
1785505028819922300,765,62985249,4096,4110,2.9548
1785505028822702400,766,62989843,4096,4110,2.7801
1785505028825549700,767,62994293,4096,4110,2.8473
1785505028828359400,768,62998864,4096,4110,2.8097
1785505028831057800,769,63003351,4096,4110,2.6984
1785505028836525000,770,63010145,4096,4110,5.4672
1785505029099707400,771,63013522,4096,4110,263.1824
1785505040484471600,806,66520724,4096,4110,11384.7642
1785505040487272200,807,66606384,4096,4110,2.8006
1785505040489918500,808,66610341,4096,4110,2.6463
1785505040492510200,809,66614966,4096,4110,2.5917
1785505040495362000,810,66619601,4096,4110,2.8518
1785505040498059100,811,66625631,4096,4110,2.6971
1785505040500853400,812,66629408,4096,4110,2.7943
1785505040503602300,813,66672706,4096,4110,2.7489
1785505040506167700,814,66677245,4096,4110,2.5654
1785505040509006700,815,66681835,4096,4110,2.839
1785505040511668300,816,66686185,4096,4110,2.6616
1785505040514351600,817,66692828,4096,4110,2.6833
1785505040517134700,818,66696205,4096,4110,2.7831
1785505040519891600,819,66702206,4096,4110,2.7569
1785505040761735700,820,66708959,4096,4110,241.8441
1785505040765586000,821,66712335,4096,4110,3.8503
1785505040768192800,822,66716829,4096,4110,2.6068
1785505040770876700,823,66721524,4096,4110,2.6839
1785505040773659300,824,66728165,4096,4110,2.7826
1785505040776363400,825,66731494,4096,4110,2.7041
1785505040779189100,826,66775099,4096,4110,2.8257
1785505040781966500,827,66779146,4096,4110,2.7774
1785505040785005800,828,66783809,4096,4110,3.0393
1785505040787754400,829,66788270,4096,4110,2.7486
1785505040790504600,830,66792880,4096,4110,2.7502
1785505040793597100,831,66797399,4096,4110,3.0925
1785505040796301500,832,66804512,4096,4110,2.7044
1785505040799117100,833,66809384,4096,4110,2.8156
1785505040801769200,834,66813562,4096,4110,2.6521
1785505040804472700,835,66818079,4096,4110,2.7035
1785505040807362200,836,66822504,4096,4110,2.8895
1785505054295373600,960,79497882,4096,4110,13488.0114
1785505054298077100,961,79504913,4096,4110,2.7035
1785505054300795900,962,79509506,4096,4110,2.7188
1785505054303419500,963,79514204,4096,4110,2.6236
1785505054306300300,964,79520879,4096,4110,2.8808
1785505054309004600,965,79524265,4096,4110,2.7043
1785505054311660300,966,79528822,4096,4110,2.6557
1785505054314735300,967,79533428,4096,4110,3.075
1785505054317467400,968,79576948,4096,4110,2.7321
1785505054320149400,969,79581553,4096,4110,2.682
1785505054322908500,970,79585684,4096,4110,2.7591
1785505054325493500,971,79592797,4096,4110,2.585
1785505054328854700,972,79596190,4096,4110,3.3612
1785505054331515100,973,79600172,4096,4110,2.6604
1785505054492187000,974,79605006,4096,4110,160.6719
1785505065111780000,1087,91145724,4096,4110,10619.593
1785505065114676200,1088,91179141,4096,4110,2.8962
1785505065117328600,1089,91183817,4096,4110,2.6524
1785505065119938500,1090,91188288,4096,4110,2.6099
1785505065122582200,1091,91194987,4096,4110,2.6437
1785505065125190100,1092,91198395,4096,4110,2.6079
1785505065127954100,1093,91203018,4096,4110,2.764
1785505065130703600,1094,91207573,4096,4110,2.7495
1785505065133473000,1095,91249348,4096,4110,2.7694
1785505065136383800,1096,91253947,4096,4110,2.9108
1785505065139067400,1097,91258377,4096,4110,2.6836
1785505065141788700,1098,91264335,4096,4110,2.7213
1785505065144586900,1099,91268165,4096,4110,2.7982
1785505065147275200,1100,91277760,4096,4110,2.6883
1785505065294462300,1101,91281133,4096,4110,147.1871
1785505065298044700,1102,91285713,4096,4110,3.5824
1785505065300974100,1103,91289766,4096,4110,2.9294
1785505065303720800,1104,91296845,4096,4110,2.7467
1785505065306551800,1105,91300216,4096,4110,2.831
1785505065309573900,1106,91304817,4096,4110,3.0221
1785505065312297900,1107,91309404,4096,4110,2.724
1785505065315263300,1108,91352679,4096,4110,2.9654
1785505065318143900,1109,91357386,4096,4110,2.8806
1785505065320863400,1110,91361633,4096,4110,2.7195
1785505065323799000,1111,91366210,4096,4110,2.9356
1785505065326585000,1112,91370524,4096,4110,2.786
1785505065329296900,1113,91375100,4096,4110,2.7119
1785505065331944300,1114,91381666,4096,4110,2.6474
1785505065334560900,1115,91388223,4096,4110,2.6166
1785505065337339000,1116,91391584,4096,4110,2.7781
1785505065340134500,1117,91396274,4096,4110,2.7955
1785505077534386900,1250,104998703,4096,4110,12194.2524
1785505077537143500,1251,105004106,4096,4110,2.7566
1785505077539831300,1252,105010874,4096,4110,2.6878
1785505077542479900,1253,105014262,4096,4110,2.6486
1785505077545186400,1254,105018861,4096,4110,2.7065
1785505077547868600,1255,105023091,4096,4110,2.6822
1785505077550538400,1256,105069804,4096,4110,2.6698
1785505077553231500,1257,105073212,4096,4110,2.6931
1785505077555882400,1258,105077806,4096,4110,2.6509
1785505077558553800,1259,105082456,4096,4110,2.6714
1785505077561327000,1260,105089146,4096,4110,2.7732
1785505077563945700,1261,105092497,4096,4110,2.6187
1785505077566650200,1262,105097153,4096,4110,2.7045
1785505077569326700,1263,105103635,4096,4110,2.6765
1785505077735315900,1264,105110658,4096,4110,165.9892
1785505089012243000,1368,115722737,4096,4110,11276.9271
1785505089015358800,1369,115755122,4096,4110,3.1158
1785505089018128700,1370,115759777,4096,4110,2.7699
1785505089021007200,1371,115764253,4096,4110,2.8785
1785505089023839100,1372,115770905,4096,4110,2.8319
1785505089027117800,1373,115774316,4096,4110,3.2787
1785505089030083800,1374,115778894,4096,4110,2.966
1785505089033078500,1375,115783482,4096,4110,2.9947
1785505089036001900,1376,115825770,4096,4110,2.9234
1785505089038743400,1377,115830359,4096,4110,2.7415
1785505089041692400,1378,115834824,4096,4110,2.949
1785505089044458500,1379,115841519,4096,4110,2.7661
1785505089047655900,1380,115844838,4096,4110,3.1974
1785505089050737800,1381,115849123,4096,4110,3.0819
1785505089215914800,1382,115855213,4096,4110,165.177
1785505089226481300,1383,115859521,4096,4110,10.5665
1785505089235737500,1384,115864067,4096,4110,9.2562
1785505089243771200,1385,115868540,4096,4110,8.0337
1785505089252844000,1386,115873183,4096,4110,9.0728
1785505089260551800,1387,115877604,4096,4110,7.7078
1785505089266688400,1388,115883904,4096,4110,6.1366
1785505089272149400,1389,115924654,4096,4110,5.461
1785505089277851100,1390,115930360,4096,4110,5.7017
1785505089283789000,1391,115934844,4096,4110,5.9379
1785505089288229900,1392,115939441,4096,4110,4.4409
1785505089292401900,1393,115943917,4096,4110,4.172
1785505089295782800,1394,115951056,4096,4110,3.3809
1785505089298750400,1395,115954146,4096,4110,2.9676
1785505089301471900,1396,115958771,4096,4110,2.7215
1785505089304537000,1397,115963177,4096,4110,3.0651
1785505089307745100,1398,115969871,4096,4110,3.2081
1785505101822825500,1516,128024753,4096,4110,12515.0804
1785505101825612600,1517,128044060,4096,4110,2.7871
1785505101829563800,1518,128052441,4096,4110,3.9512
1785505101832202200,1519,128055886,4096,4110,2.6384
1785505101835596100,1520,128060580,4096,4110,3.3939
1785505101838235100,1521,128064727,4096,4110,2.639
1785505101841158500,1522,128069461,4096,4110,2.9234
1785505101844382300,1523,128112791,4096,4110,3.2238
1785505101847455200,1524,128118360,4096,4110,3.0729
1785505101850204000,1525,128122175,4096,4110,2.7488
1785505101852901400,1526,128128946,4096,4110,2.6974
1785505101855528300,1527,128132339,4096,4110,2.6269
1785505101858180400,1528,128136946,4096,4110,2.6521
1785505101861011000,1529,128143333,4096,4110,2.8306
1785505105034784200,0,1289381,4096,4110,
1785505105044512000,1,1340147,4096,4110,9.7278
1785505105050146100,2,1390147,4096,4110,5.6341
1785505105054240700,3,1440147,4096,4110,4.0946
1785505105057551500,4,1490147,4096,4110,3.3108
1785505105060660200,5,1540147,4096,4110,3.1087
1785505105063386900,6,1590148,4096,4110,2.7267
1785505105067405100,7,1640147,4096,4110,4.0182
1785505105071890000,8,1690147,4096,4110,4.4849
1785505105075252600,9,1740147,4096,4110,3.3626
1785505105078165200,10,1790147,4096,4110,2.9126
1785505105081571400,11,1840147,4096,4110,3.4062
1785505105085224300,12,1890147,4096,4110,3.6529
1785505105088304900,13,1940147,4096,4110,3.0806
1785505105092738200,14,1990147,4096,4110,4.4333
1785505105096156700,15,2040147,4096,4110,3.4185
1785505105099940100,16,2090147,4096,4110,3.7834
1785505105103345900,17,2140147,4096,4110,3.4058
1785505105106047700,18,2190147,4096,4110,2.7018
1785505105109304100,19,2240147,4096,4110,3.2564
1785505105112009300,20,2290147,4096,4110,2.7052
1785505105114951600,21,2340147,4096,4110,2.9423
1785505105117615600,22,2390147,4096,4110,2.664
1785505105120362200,23,2440147,4096,4110,2.7466
1785505105122950400,24,2490147,4096,4110,2.5882
1785505105125543400,25,2540147,4096,4110,2.593
1785505105128259000,26,2590147,4096,4110,2.7156
1785505105130952100,27,2640147,4096,4110,2.6931
1785505105133629800,28,2690147,4096,4110,2.6777
1785505105136377300,29,2740147,4096,4110,2.7475
1785505105139000500,30,2790147,4096,4110,2.6232
1785505105141627300,31,2840212,4096,4110,2.6268
1785505106328442600,33,13543997,4096,4110,
1785505106421474300,34,13594150,4096,4110,93.0317
1785505106468298200,35,13644147,4096,4110,46.8239
1785505106524128600,36,13694147,4096,4110,55.8304
1785505106527037900,37,13744147,4096,4110,2.9093
1785505106579488400,38,13794147,4096,4110,52.4505
1785505106627748200,39,13844147,4096,4110,48.2598
1785505106677750500,40,13894147,4096,4110,50.0023
1785505106730818500,41,13944147,4096,4110,53.068
1785505106779994900,42,13994147,4096,4110,49.1764
1785505106836915800,43,14044147,4096,4110,56.9209
1785505106931093800,44,14094147,4096,4110,94.178
1785505106934600400,45,14144147,4096,4110,3.5066
1785505106977407500,46,14194147,4096,4110,42.8071
1785505107037824600,47,14244147,4096,4110,60.4171
1785505107138924900,48,14294147,4096,4110,101.1003
1785505107146399300,49,14344147,4096,4110,7.4744
1785505107179670000,50,14394147,4096,4110,33.2707
1785505107240974500,51,14444147,4096,4110,61.3045
1785505107342448200,52,14494147,4096,4110,101.4737
1785505107519232900,53,14544147,4096,4110,176.7847
1785505107525869300,54,14594147,4096,4110,6.6364
1785505107529667500,55,14644147,4096,4110,3.7982
1785505107550296500,56,14694147,4096,4110,20.629
1785505107559130400,57,14744147,4096,4110,8.8339
1785505107579309700,58,14794148,4096,4110,20.1793
1785505107655541900,59,14844147,4096,4110,76.2322
1785505107754456800,60,14894147,4096,4110,98.9149
1785505107757487100,61,14944147,4096,4110,3.0303
1785505107775109300,62,14994147,4096,4110,17.6222
1785505107857976000,63,15044147,4096,4110,82.8667
1785505107955005000,64,15094147,4096,4110,97.029
1785505107957656200,65,15144147,4096,4110,2.6512
1785505107976380300,66,15194147,4096,4110,18.7241
1785505108059655100,67,15244147,4096,4110,83.2748
1785505108119723200,68,15294147,4096,4110,60.0681
1785505108165336300,69,15344147,4096,4110,45.6131
1785505108178885700,70,15394147,4096,4110,13.5494
1785505108266697900,71,15444147,4096,4110,87.8122
1785505108323026700,72,15494147,4096,4110,56.3288
1785505110440969100,74,17655222,4096,4110,
1785505110522662500,75,17706147,4096,4110,81.6934
1785505110620068300,76,17756147,4096,4110,97.4058
1785505110624890300,77,17806147,4096,4110,4.822
1785505110643554600,78,17856147,4096,4110,18.6643
1785505110724868100,79,17906147,4096,4110,81.3135
1785505110825094600,80,17956147,4096,4110,100.2265
1785505110833093400,81,18006147,4096,4110,7.9988
1785505110841148700,82,18056147,4096,4110,8.0553
1785505110929032500,83,18106147,4096,4110,87.8838
1785505110988546000,84,18156147,4096,4110,59.5135
1785505111030168300,85,18206147,4096,4110,41.6223
1785505111039416000,86,18256147,4096,4110,9.2477
1785505111090290900,87,18306147,4096,4110,50.8749
1785505111142025100,88,18356147,4096,4110,51.7342
1785505111192099100,89,18406147,4096,4110,50.074
1785505111241953800,90,18456198,4096,4110,49.8547
1785505111290763100,91,18506148,4096,4110,48.8093
1785505111337098400,92,18556147,4096,4110,46.3353
1785505111391250200,93,18606147,4096,4110,54.1518
1785505111619785400,94,18656147,4096,4110,228.5352
1785505111626026500,95,18706151,4096,4110,6.2411
1785505111629699600,96,18756147,4096,4110,3.6731
1785505111646950300,97,18806147,4096,4110,17.2507
1785505111653158600,98,18856147,4096,4110,6.2083
1785505111687362700,99,18906147,4096,4110,34.2041
1785505111747516700,100,18956147,4096,4110,60.154
1785505111853122100,101,19006147,4096,4110,105.6054
1785505111855801400,102,19056147,4096,4110,2.6793
1785505111890485100,103,19106147,4096,4110,34.6837
1785505111955554300,104,19156147,4096,4110,65.0692
1785505112052754600,105,19206147,4096,4110,97.2003
1785505112056499800,106,19256147,4096,4110,3.7452
1785505112087486500,107,19306147,4096,4110,30.9867
1785505112156270100,108,19356147,4096,4110,68.7836
1785505112255936800,109,19406147,4096,4110,99.6667
1785505112258619500,110,19456147,4096,4110,2.6827
1785505112286778300,111,19506147,4096,4110,28.1588
1785505112363056800,112,19556147,4096,4110,76.2785
1785505112463807000,113,19606147,4096,4110,100.7502
1785505112629293400,114,19656147,4096,4110,165.4864
1785505112639721500,115,19706147,4096,4110,10.4281
1785505112646885900,116,19756147,4096,4110,7.1644
1785505112664236200,117,19806147,4096,4110,17.3503
1785505112667319100,118,19856147,4096,4110,3.0829
1785505112692712000,119,19906147,4096,4110,25.3929
1785505112774723800,120,19956147,4096,4110,82.0118
1785505112831118800,121,20006147,4096,4110,56.395
1785505112873886400,122,20056147,4096,4110,42.7676
1785505112981293400,123,20106147,4096,4110,107.407
1785505112989805000,124,20156150,4096,4110,8.5116
1785505112997439700,125,20206147,4096,4110,7.6347
1785505113084380600,126,20256147,4096,4110,86.9409
1785505113136143900,127,20306147,4096,4110,51.7633
1785505113180723400,128,20356147,4096,4110,44.5795
1785505113186839700,129,20406147,4096,4110,6.1163
1785505113240884100,130,20456147,4096,4110,54.0444
1785505113289825900,131,20506147,4096,4110,48.9418
1785505113341527700,132,20556147,4096,4110,51.7018
1785505113390735100,133,20606148,4096,4110,49.2074
1785505113437930500,134,20656147,4096,4110,47.1954
1785505113627648500,135,20706147,4096,4110,189.718
1785505113632461800,136,20756147,4096,4110,4.8133
1785505113636169300,137,20806147,4096,4110,3.7075
1785505113639405300,138,20856147,4096,4110,3.236
1785505113690411200,139,20906147,4096,4110,51.0059
1785505113737110700,140,20956147,4096,4110,46.6995
1785505113793826400,141,21006147,4096,4110,56.7157
1785505113894383100,142,21056147,4096,4110,100.5567
1785505113897153700,143,21106147,4096,4110,2.7706
1785505113936403500,144,21156147,4096,4110,39.2498
1785505113999697000,145,21206147,4096,4110,63.2935
1785505114099321100,146,21256147,4096,4110,99.6241
1785505114103358200,147,21306147,4096,4110,4.0371
1785505114141852900,148,21356147,4096,4110,38.4947
1785505114209346100,149,21406147,4096,4110,67.4932
1785505114305156100,150,21456147,4096,4110,95.81
1785505114311649800,151,21506147,4096,4110,6.4937
