window_end_ns,elapsed_s,fps,rate_kib_s,missing_frames,loss_rate,crc_errors,old_frames,avg_interval_ms,interval_jitter_ms,bandwidth_jitter_kib_s
1785338177075409500,1.0236564999795519,19.5378039414584,78.41833417909572,0,0.0,0,0,53.15372631578947,39.08672399937296,0.0
1785338178104449400,1.0290311999851838,20.407544494571557,81.90918737567294,0,0.0,0,0,47.43897619047619,40.532901588535516,2.468405967426488
1785338179105409300,1.0007219000253826,19.985572414766494,80.2155299069241,0,0.0,0,0,51.28718,45.82660959521455,1.7456824904903097
1785338180110333000,1.0051735999877565,19.897060567690605,79.86027239571132,0,0.0,0,0,48.51572,47.60602651760981,1.4343375492001964
1785338181146799000,1.0364673999720253,19.296313613471884,77.44907124157172,0,0.0,0,0,53.954584999999994,48.28508189651252,1.7173698143542457
1785338182154210900,1.0074096000171266,20.845542865228786,83.66716911727569,0,0.0,0,0,46.22886666666667,40.90243220892045,2.27082192664608
1785338183180883500,1.026666900026612,19.480515052624746,78.18839537723409,0,0.0,0,0,50.583485,42.993672018434424,2.215014461217239
1785338184206532300,1.0256531999912113,20.474756964810275,82.17895617711937,0,0.0,0,0,49.54774285714286,49.24053975364782,2.1958633822409137
1785338185229517400,1.0229841999826021,19.550644086526596,78.46987030822686,0,0.0,0,0,50.116204999999994,45.67254782528703,2.136730012910372
1785338186253341300,1.02382410003338,18.5578753219235,74.48522223936092,0,0.0,0,0,53.44066315789474,61.287291226496095,2.6727295899481796
1785338187290618700,1.0372818000032566,21.209279869685297,85.12709010195954,0,0.0,0,0,50.14348636363636,72.64567511474081,3.0535029895457226
