recv_time_ns,seq,send_ts_us,payload_bytes,frame_bytes,arrival_interval_ms
1785338432771323100,253263,23163701240,4096,4110,
1785338432875423900,253264,23163752118,4096,4110,104.1008
1785338432881704400,253265,23163802121,4096,4110,6.2805
1785338432974043700,253266,23163852118,4096,4110,92.3393
1785338433063327600,253267,23163902118,4096,4110,89.2839
1785338433071221800,253268,23163952118,4096,4110,7.8942
1785338433078085700,253269,23164002127,4096,4110,6.8639
1785338433167911400,253270,23164052118,4096,4110,89.8257
1785338433266215300,253271,23164102124,4096,4110,98.3039
1785338433271601400,253272,23164152118,4096,4110,5.3861
1785338433276772000,253273,23164204539,4096,4110,5.1706
1785338433373318800,253274,23164252118,4096,4110,96.5468
1785338433385576200,253275,23164302118,4096,4110,12.2574
1785338433481866300,253276,23164352118,4096,4110,96.2901
1785338433491130500,253277,23164402118,4096,4110,9.2642
1785338433569098700,253278,23164452118,4096,4110,77.9682
1785338433667688700,253279,23164502118,4096,4110,98.59
1785338433674564100,253280,23164552118,4096,4110,6.8754
1785338433680062100,253281,23164608816,4096,4110,5.498
1785338433770418300,253282,23164652118,4096,4110,90.3562
1785338433920206100,253283,23164702118,4096,4110,149.7878
1785338433927170800,253284,23164752118,4096,4110,6.9647
1785338433930805900,253285,23164802118,4096,4110,3.6351
1785338433934245500,253286,23164852118,4096,4110,3.4396
1785338433996350100,253287,23164902118,4096,4110,62.1046
1785338434069218000,253288,23164952118,4096,4110,72.8679
1785338434077663900,253289,23165002118,4096,4110,8.4459
1785338434118004100,253290,23165052118,4096,4110,40.3402
1785338434174473100,253291,23165102118,4096,4110,56.469
1785338434276056700,253292,23165152118,4096,4110,101.5836
1785338434283253600,253293,23165202118,4096,4110,7.1969
1785338434319631800,253294,23165252118,4096,4110,36.3782
1785338434383578600,253295,23165302118,4096,4110,63.9468
1785338434484772700,253296,23165352118,4096,4110,101.1941
1785338434498508100,253297,23165402118,4096,4110,13.7354
1785338434523510100,253298,23165452118,4096,4110,25.002
1785338434591504000,253299,23165502118,4096,4110,67.9939
1785338434690139900,253300,23165552118,4096,4110,98.6359
1785338434700365900,253301,23165602118,4096,4110,10.226
1785338434725695800,253302,23165652118,4096,4110,25.3299
1785338434917409700,253303,23165702118,4096,4110,191.7139
1785338434932054500,253304,23165752118,4096,4110,14.6448
1785338434943972000,253305,23165802118,4096,4110,11.9175
1785338434956067500,253306,23165852118,4096,4110,12.0955
1785338434996486000,253307,23165902118,4096,4110,40.4185
1785338435097495500,253308,23165952118,4096,4110,101.0095
1785338435110567000,253309,23166002118,4096,4110,13.0715
1785338435136412000,253310,23166052118,4096,4110,25.845
1785338435201227700,253311,23166102118,4096,4110,64.8157
1785338435302033900,253312,23166152118,4096,4110,100.8062
1785338435318780900,253313,23166202118,4096,4110,16.747
1785338435332350500,253314,23166252118,4096,4110,13.5696
1785338435402101200,253315,23166302118,4096,4110,69.7507
1785338435506803000,253316,23166352118,4096,4110,104.7018
1785338435523887200,253317,23166402118,4096,4110,17.0842
1785338435590575100,253318,23166452118,4096,4110,66.6879
1785338435620604600,253319,23166502118,4096,4110,30.0295
1785338435711887500,253320,23166552118,4096,4110,91.2829
1785338435721169100,253321,23166602118,4096,4110,9.2816
1785338435730945200,253322,23166652118,4096,4110,9.7761
1785338435943080200,253323,23166702119,4096,4110,212.135
1785338435959537700,253324,23166752118,4096,4110,16.4575
1785338435972943800,253325,23166802118,4096,4110,13.4061
1785338435985951700,253326,23166852118,4096,4110,13.0079
1785338436015462800,253327,23166902120,4096,4110,29.5111
1785338436068972800,253328,23166952118,4096,4110,53.51
1785338436124260500,253329,23167002127,4096,4110,55.2877
1785338436139254700,253330,23167052118,4096,4110,14.9942
1785338436174085500,253331,23167102118,4096,4110,34.8308
1785338436272072200,253332,23167152118,4096,4110,97.9867
1785338436285968300,253333,23167202118,4096,4110,13.8961
1785338436327885700,253334,23167252118,4096,4110,41.9174
1785338436377499800,253335,23167302118,4096,4110,49.6141
1785338436429229700,253336,23167352118,4096,4110,51.7299
1785338436528312300,253337,23167402118,4096,4110,99.0826
1785338436541999500,253338,23167452118,4096,4110,13.6872
1785338436574235600,253339,23167502118,4096,4110,32.2361
1785338436639454100,253340,23167552118,4096,4110,65.2185
1785338436734258500,253341,23167602118,4096,4110,94.8044
1785338436748276100,253342,23167652118,4096,4110,14.0176
1785338436776635400,253343,23167702118,4096,4110,28.3593
1785338436980133900,253344,23167752118,4096,4110,203.4985
1785338436997511500,253345,23167802118,4096,4110,17.3776
1785338437008743500,253346,23167852118,4096,4110,11.232
1785338437020557900,253347,23167902118,4096,4110,11.8144
1785338437046575200,253348,23167952118,4096,4110,26.0173
1785338437144650600,253349,23168002118,4096,4110,98.0754
1785338437156560800,253350,23168052118,4096,4110,11.9102
1785338437179251300,253351,23168102118,4096,4110,22.6905
1785338437247441000,253352,23168152118,4096,4110,68.1897
1785338437346164700,253353,23168202118,4096,4110,98.7237
1785338437355877000,253354,23168252118,4096,4110,9.7123
1785338437381326100,253355,23168302118,4096,4110,25.4491
1785338437452918100,253356,23168352118,4096,4110,71.592
1785338437552918900,253357,23168402118,4096,4110,100.0008
1785338437563451700,253358,23168452118,4096,4110,10.5328
1785338437574067100,253359,23168502118,4096,4110,10.6154
1785338437656414100,253360,23168552118,4096,4110,82.347
1785338437755879000,253361,23168602118,4096,4110,99.4649
1785338437766858700,253362,23168652118,4096,4110,10.9797
1785338437776909300,253363,23168702118,4096,4110,10.0506
1785338438060029900,253364,23168752118,4096,4110,283.1206
1785338438075360800,253365,23168802118,4096,4110,15.3309
1785338438087259400,253366,23168852118,4096,4110,11.8986
1785338438095604900,253367,23168901316,4096,4110,8.3455
1785338438105976100,253368,23168952118,4096,4110,10.3712
1785338438116037100,253369,23169002118,4096,4110,10.061
1785338438128647900,253370,23169052118,4096,4110,12.6108
1785338438173986400,253371,23169102121,4096,4110,45.3385
1785338438221434900,253372,23169152118,4096,4110,47.4485
1785338438320343600,253373,23169202118,4096,4110,98.9087
1785338438332253300,253374,23169252118,4096,4110,11.9097
1785338438373847000,253375,23169302118,4096,4110,41.5937
1785338438426684700,253376,23169352118,4096,4110,52.8377
1785338438521655800,253377,23169402118,4096,4110,94.9711
1785338438535825700,253378,23169452118,4096,4110,14.1699
1785338438596024000,253379,23169502118,4096,4110,60.1983
1785338438682582100,253380,23169552118,4096,4110,86.5581
1785338438716278300,253381,23169602118,4096,4110,33.6962
1785338438729254300,253382,23169652119,4096,4110,12.976
1785338438789634000,253383,23169702118,4096,4110,60.3797
1785338438886301800,253384,23169752118,4096,4110,96.6678
1785338439033257900,253385,23169802118,4096,4110,146.9561
1785338439045980000,253386,23169852118,4096,4110,12.7221
1785338439055519800,253387,23169902118,4096,4110,9.5398
1785338439089311100,253388,23169952118,4096,4110,33.7913
1785338439099523200,253389,23170002118,4096,4110,10.2121
1785338439122572800,253390,23170052118,4096,4110,23.0496
1785338439203390000,253391,23170102118,4096,4110,80.8172
1785338439227235200,253392,23170152118,4096,4110,23.8452
1785338439302982800,253393,23170202118,4096,4110,75.7476
1785338439406057500,253394,23170252118,4096,4110,103.0747
1785338439415497600,253395,23170302118,4096,4110,9.4401
1785338439426814000,253396,23170352118,4096,4110,11.3164
1785338439505180000,253397,23170402118,4096,4110,78.366
1785338439609650100,253398,23170452118,4096,4110,104.4701
1785338439626696600,253399,23170502118,4096,4110,17.0465
1785338439642654200,253400,23170552118,4096,4110,15.9576
1785338439719403000,253401,23170602118,4096,4110,76.7488
1785338439817424800,253402,23170652118,4096,4110,98.0218
1785338439834173800,253403,23170702118,4096,4110,16.749
1785338439849400800,253404,23170752118,4096,4110,15.227
1785338440047521100,253405,23170802118,4096,4110,198.1203
1785338440066691700,253406,23170852118,4096,4110,19.1706
1785338440082632000,253407,23170902118,4096,4110,15.9403
1785338440095031300,253408,23170951311,4096,4110,12.3993
1785338440124421800,253409,23171002118,4096,4110,29.3905
