window_end_ns,elapsed_s,fps,rate_kib_s,missing_frames,loss_rate,crc_errors,old_frames,avg_interval_ms,interval_jitter_ms,bandwidth_jitter_kib_s
1785338433770501500,1.0067103000474162,19.866688558821735,79.73836911792708,0,0.0,0,0,52.58395789473684,44.47571109203959,0.0
1785338434781818700,1.0113092999672517,19.776343400231404,79.37575329585066,0,0.0,0,0,47.763875,41.59471747979639,0.2564081067557719
1785338435799440600,1.0176285000052303,19.653537612102262,78.8828511579495,0,0.0,0,0,50.26247,48.2408949613576,0.42940923212631715
1785338436821756900,1.0223159000161104,20.541595801913154,82.44722533775689,0,0.0,0,0,49.79477142857143,46.77346451723608,1.5964272493449179
1785338437851715800,1.0299596000113524,19.418237375310213,77.93843321535641,0,0.0,0,0,50.013695,51.446248906289256,1.6898187694229079
1785338438886400800,1.0346891999943182,20.295949740381282,81.46128264938191,0,0.0,0,0,52.82821428571428,61.54198400516744,1.6778803420464161
1785338439899495900,1.013084699981846,19.741685962050745,79.2366497109654,0,0.0,0,0,48.15495,42.6362696046885,1.5568349492682305
1785338440964290400,1.0648017000057735,19.72198203654834,79.1575646193493,0,0.0,0,0,53.082633333333334,44.992241466916646,1.4631106806530108
1785338441964555600,1.0002679000026546,20.994375606719228,84.26453490587502,0,0.0,0,0,47.63381904761905,45.371371430987395,2.0267956977415316
1785338442984211700,1.0196551000117324,19.61447552193862,78.72606874528098,0,0.0,0,0,50.98176,47.9564221740442,1.9729012495731717
1785338443995832300,1.0116181999910623,19.77030464673006,79.35151572076227,0,0.0,0,0,47.95667,42.48415525528126,1.8860529238929111
1785338445019427300,1.023595699982252,20.51591267955123,82.34414171187066,0,0.0,0,0,49.06150952380953,46.20304445796732,1.916077745897261
1785338446055983800,1.0365595000330359,19.29459910344036,77.44218976087878,0,0.0,0,0,54.118129999999994,52.078520314881004,1.9922688268139472
1785338447079658300,1.0236749000032432,20.51432539757834,82.33777088285838,0,0.0,0,0,48.74702857142857,41.446567544540315,2.0111752555986895
1785338448093658900,1.0139942999812774,19.72397675250175,79.1655707546701,0,0.0,0,0,47.57498,41.21774904705369,1.9560947917227542
1785338449118527700,1.0248725999845192,20.490351679142567,82.24154824343354,0,0.0,0,0,49.74825238095237,41.42539480974948,1.9624717375845278
1785338450153603400,1.0350781999877654,19.322211597381145,77.55301725120752,0,0.0,0,0,53.886435000000006,45.51321831948529,2.010141386396115
1785338451165192800,1.0115832000155933,20.759538117750758,83.32197428120666,0,0.0,0,0,46.17331904761905,40.7246276993126,2.092954587823229
1785338452189093000,1.0239029999938793,19.533100303563476,78.39945531996669,0,0.0,0,0,50.303985,51.56173259154888,2.07909610630887
1785338453224107400,1.035017499991227,20.289512013253884,81.43544372507174,0,0.0,0,0,52.13223333333334,52.459381611303165,2.0430774668061935
1785338454241550500,1.0174392000189982,19.65719425753062,78.89752773286216,0,0.0,0,0,47.7183,45.151783023871126,2.0128125659058913
1785338455270315000,1.0287679000175558,20.412767544206655,81.93015098309507,0,0.0,0,0,51.99219047619048,63.6918944147676,1.9995454206042007
1785338456283129200,1.0128117999993265,19.747005317289254,79.25799985747933,0,0.0,0,0,47.807765,40.73005244615584,1.9646419832791975
1785338457317850400,1.03472439997131,20.295259298594168,81.45851144259963,0,0.0,0,0,51.9708,51.87712854564138,1.938195325216956
1785338458343944300,1.026093500026036,19.49140112425673,78.2320884967726,0,0.0,0,0,51.30460000000001,42.55071977563024,1.9404697506407764
1785338459368485400,1.0245413999655284,20.496975525543977,82.26813418943921,0,0.0,0,0,48.787528571428574,40.10557243996329,1.9447064580519455
1785338460391382100,1.0228966000140645,19.552318386555402,78.4765903991628,0,0.0,0,0,51.145105,40.16093900324798,1.9377209144053373
1785338461402928600,1.011542799999006,19.77177831725919,79.35743055071805,0,0.0,0,0,47.114565,46.25571790196975,1.9081203218900886
1785338462448998900,1.0460737000103109,20.07506736838237,80.57473328520658,0,0.0,0,0,53.11090476190476,54.20352538091481,1.8752597040281487
1785338463451570800,1.0025683999992907,19.948763595595224,80.06779138466442,0,0.0,0,0,46.864594999999994,42.992520901571694,1.842761731802949
1785338464484436300,1.0328687999863178,20.331720737695033,81.6048556952408,0,0.0,0,0,52.292566666666666,48.60524176978583,1.8588426210488327
1785338465495016100,1.010576500033494,19.7906838317902,79.43331108267355,0,0.0,0,0,47.119479999999996,39.193340263038515,1.857949010390759
1785338466529383700,1.0343695000046864,20.30222275492931,81.4864604714448,0,0.0,0,0,52.50297142857143,53.4249722945847,1.8530645044510345
1785338467545077900,1.015689299965743,19.691061036750664,79.03345787211448,0,0.0,0,0,47.510200000000005,58.06411506140614,1.8230769550687609
1785338468568916800,1.0238398000365123,20.51102135241382,82.32450952970781,0,0.0,0,0,49.76737142857143,48.7491346246489,1.8100188815833698
1785338469606040400,1.0371293999487534,19.28399677126908,77.39963547843352,0,0.0,0,0,54.06675,46.073230120166194,1.8756274015803764
1785338470618926400,1.0128821000107564,20.732916496181527,83.21512382744734,0,0.0,0,0,46.19722380952381,39.638963478992544,1.9427108404285993
1785338471665597000,1.0466742999851704,19.10814089949793,76.69380771185205,0,0.0,0,0,54.46963000000001,42.35634219610789,2.0446372144696885
1785338472681249000,1.015650800021831,20.67639783235401,82.98827645603025,0,0.0,0,0,48.364866666666664,43.95530244644363,1.9707406565891927
1785338473706668500,1.025418900011573,19.50422407834913,78.2835556269677,0,0.0,0,0,51.25658,41.596044904402305,1.984027303499579
1785338474717119400,1.0104482999886386,20.782854501547604,83.41555859507875,0,0.0,0,0,46.19044285714286,37.92697822585622,2.0600275603415255
1785338475750362500,1.0332480000215583,19.356437176343636,77.69038749489486,0,0.0,0,0,53.69991,52.38163478999606,2.080171945529623
1785338476763872900,1.0135082000051625,20.720108628517295,83.16371724922469,0,0.0,0,0,46.40415238095238,36.187172149652966,2.0809336428428984
1785338477801445800,1.0375759999733418,19.275696431407294,77.36632063777732,0,0.0,0,0,53.830830000000006,51.24431855468262,2.1181158197536285
1785338478812018800,1.0105646000010893,20.780462723488796,83.40595878275288,0,0.0,0,0,46.38129523809524,43.430964879697015,2.185425548046204
1785338479846548200,1.0345364999957383,19.332329018920444,77.59362526148733,0,0.0,0,0,53.55348,49.474410673978454,2.21245617892889
1785338480869149000,1.0226011000340804,20.535866819720933,82.42423108305961,0,0.0,0,0,48.69555714285715,43.55990430102632,2.1892894565349024
1785338481886733800,1.0175821000011638,19.654433779817005,78.88644808110146,0,0.0,0,0,47.78243,46.91682772668987,2.132324245648546
1785338482921304500,1.0345745999948122,20.298197926089916,81.47030612913042,0,0.0,0,0,52.21631428571428,54.36429868153626,2.1152821567684645
1785338483946864900,1.0255594999762252,19.501550129918005,78.2728232753545,0,0.0,0,0,51.266920000000006,50.85315723661817,2.136878157554773
1785338484964351400,1.017485900025349,20.639106644600005,82.83860186455667,0,0.0,0,0,48.46069047619047,45.23766109503126,2.1734474491911677
1785338485997872600,1.0335208000033163,19.351328004173528,77.66988095425117,0,0.0,0,0,51.675855,44.18737996924932,2.205838626590824
1785338487006267200,1.008389599970542,19.833603996495263,79.60557854062064,0,0.0,0,0,46.86405,48.04682923595424,2.2015647804135217
1785338488042085100,1.0358226000098512,20.273741854831396,81.37214748374711,0,0.0,0,0,52.71055714285715,49.96920042451722,2.1999498991813455
1785338489063239400,1.0211549999658018,19.58566525225827,78.6104337761538,0,0.0,0,0,51.05816,46.08448007427458,2.1892162026589648
1785338490076333100,1.0130890000145882,20.72868227736912,83.19812906248738,0,0.0,0,0,45.726,34.827607871198964,2.2253129995506833
1785338491101845600,1.025516299996525,19.502371634724646,78.27612052609209,0,0.0,0,0,51.914885000000005,50.06526958571996,2.231159137689412
1785338492137351700,1.0355069999932311,20.279920850498616,81.39694794487238,0,0.0,0,0,51.217642857142856,44.22444742888905,2.2338606321423757
1785338493148394200,1.0110387000022456,19.781636449678512,79.3969978595495,0,0.0,0,0,47.07543,42.631041304393996,2.239669404504217
1785338494172119700,1.0237280000001192,20.513261335039733,82.33350008497392,0,0.0,0,0,49.70117619047619,49.58250015280497,2.270046513829949
1785338495209136900,1.0370186000363901,19.286057163582388,77.4079052171129,0,0.0,0,0,54.327729999999995,57.46820689690403,2.3195753445237366
1785338496220311800,1.011171399964951,20.767992449873383,83.35590719626914,0,0.0,0,0,45.89409047619048,41.15761032165138,2.3832790221085536
1785338497247905600,1.0275939000421204,19.46294153671038,78.11786105066373,0,0.0,0,0,50.491055,58.62995848511034,2.407247306581522
1785338498280706400,1.0328030999517068,20.333014105962643,81.61004685108053,0,0.0,0,0,52.28371904761905,46.310136854317534,2.4086697358444966
