window_end_ns,elapsed_s,fps,rate_kib_s,missing_frames,loss_rate,crc_errors,old_frames,avg_interval_ms,interval_jitter_ms,bandwidth_jitter_kib_s,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
1785553633846498700,1.7322216000029584,9.236693503863867,37.073056934453604,0,0.0,0,0,107.94839333333334,252.5154996672806,0.0,16,1940.77595625,2093.798,2398.092375,2419.524555
1785553635716301500,1.8698033999971813,8.022233781381836,32.19861410300717,0,0.0,0,0,124.65643333333333,467.9151805361655,3.446751580621926,15,3517.766653333333,3518.9871,3807.0801500000002,3830.73035
1785553637581489000,1.8651903000063612,8.578213172106585,34.430132946638736,0,0.0,0,0,116.5741,445.68255164108905,2.4401132648536854,16,4598.75173125,4602.36065,4897.4966,4922.13188
1785553639431068100,1.849578899993503,8.650617716311645,34.72074102933678,0,0.0,0,0,115.5982125,450.15523465340834,1.993821370292094,16,5659.5187625,5660.2587,5975.8116,6002.583600000001
1785553641397044500,1.6659512999976869,9.00386463879276,36.13855826702953,0,0.0,0,0,3.9818428571428575,1.868788597219841,0.0,15,4675.654146666667,4677.5269,4962.71433,4986.808946
1785553643228431300,1.8313867000033497,8.73654919519222,35.0656417892969,0,0.0,0,0,114.46346875,442.1269440739266,0.7586665170515304,16,5730.665975,5733.18265,6039.531225,6064.361204999999
1785553645326159400,1.6667881999965175,8.99934376787125,36.12041297456137,0,0.0,0,0,4.209371428571428,1.1048862541028803,0.0,15,4811.610566666667,4814.17,5097.73214,5122.961708
1785553647164414100,1.8382528000001912,8.703917110855665,34.934667310172635,0,0.0,0,0,114.8908375,447.00822327898453,0.8384488000518214,16,5879.45003125,5880.3802,6194.85415,6221.71435
1785553649091721700,1.6623878000027617,9.02316535285875,36.21602500024362,0,0.0,0,0,3.5038857142857145,1.8025303820578888,0.0,15,4870.6265533333335,4871.9018,5163.08791,5186.403902
1785553650961310400,1.8695888000002014,8.558031584270443,34.34913067514797,0,0.0,0,0,116.846625,454.0393181408243,1.3200936370338172,16,5961.76445,5961.46265,6277.961175,6303.864315
1785553652887338500,1.6688193999943906,8.988390235666255,36.07644909041827,0,0.0,0,0,3.942457142857143,2.2006590176281584,0.0,15,4953.698146666667,4954.8291,5243.629129999999,5265.895906
1785553654704442100,1.8171044000046095,8.805217795939194,35.341255020810635,0,0.0,0,0,113.5707875,440.4212809554247,0.5198607121076947,16,5996.5455062500005,5998.805,6307.849975,6334.841275000001
1785553656762909500,1.6639733999982127,9.014567179989843,36.1815147556233,0,0.0,0,0,3.9364785714285717,1.2570349699428973,0.0,15,5086.986999999999,5089.9422,5376.573469999999,5400.899254
1785553658601727500,1.8388182000053348,8.701240829546705,34.923925595153285,0,0.0,0,0,114.92619375,444.80473445386565,0.8892498233150427,16,6151.30796875,6153.36415,6463.339325,6488.632025
1785553660568227000,1.6625002000000677,9.022555305556889,36.21357647054572,0,0.0,0,0,3.813992857142857,1.8913531836570532,0.0,15,5183.3036,5184.8151,5473.43498,5497.138996
1785553662421104500,1.852877500001341,8.63521738484515,34.658929152064026,0,0.0,0,0,115.80557499999999,449.59150366669587,1.0993016612518864,16,6261.5671,6262.18505,6577.496175,6601.952835
1785553664413949300,1.6720201999996789,8.971183482115157,36.00738682763017,0,0.0,0,0,4.441607142857142,1.6886007573246444,0.0,15,5315.937919999999,5320.5418,5599.9482499999995,5624.15677
1785553666240041500,1.8260928000017884,8.761876723890664,35.1672981788971,0,0.0,0,0,114.13328750000001,442.28700841143245,0.5940323803169989,16,6370.59733125,6372.9802500000005,6684.5826,6708.7026
1785553668183352600,1.6628272000016295,9.020780992748556,36.20645496112945,0,0.0,0,0,3.2116857142857143,1.2946083422333643,0.0,15,5351.747753333333,5352.4339,5645.053400000001,5670.37716
1785553670017688600,1.834336699997948,8.722498982884602,35.00924884732004,0,0.0,0,0,114.6434,441.7157927354194,0.8465525615526308,16,6404.8002125,6407.96875,6711.133099999999,6736.25798
1785553671935234400,1.6754839000059292,8.952637503676948,35.93294935557838,0,0.0,0,0,4.7031214285714285,1.9400239495661156,0.0,15,5384.50504,5389.2077,5664.7467400000005,5689.546788
1785553673739262300,1.8040274999948451,8.869044402064668,35.597434074693155,0,0.0,0,0,112.751525,435.702849354125,0.23724513030565206,16,6416.17476875,6418.70435,6726.8928,6751.76952
1785553675632941400,1.672766000003321,8.967183694533617,35.991332992708166,0,0.0,0,0,4.573357142857143,1.8164001341259437,0.0,15,5373.041726666666,5378.2549,5655.434,5679.1948
