window_end_ns,elapsed_s,fps,rate_kib_s,missing_frames,loss_rate,crc_errors,old_frames,avg_interval_ms,interval_jitter_ms,bandwidth_jitter_kib_s,latency_count,latency_avg_ms,latency_p50_ms,latency_p95_ms,latency_p99_ms
1785553455169166700,1.0269288000054075,19.475546892729746,78.16845481359302,0,0.0,0,0,53.2791,35.93892761771156,0.0,20,1127.478975,1118.47785,1164.2556049999998,1165.0430410000001
1785553456194716800,1.025546699995175,19.50179353128833,78.27380020858891,0,0.0,0,0,51.275695,57.682105314117315,0.07449044316837174,20,1163.502445,1139.1990999999998,1291.712565,1326.0245129999998
1785553457210915700,1.0161974000002374,20.6652762543922,82.94363809135933,0,0.0,0,0,45.77338571428571,39.20994471040843,2.727051485880665,21,1151.0115333333333,1125.0109,1254.4353,1284.2518599999999
1785553458235019900,1.0240981000024476,19.52937907018107,78.38451951019941,0,0.0,0,0,52.093395,65.40269316873471,2.335689830182403,20,1170.016395,1143.20345,1305.21867,1333.779014
1785553459272398100,1.0373895000011544,20.243119869611782,81.24924088291448,0,0.0,0,0,51.169266666666665,45.67165978019995,2.178158215654254,21,1155.829842857143,1153.9945,1251.0762,1281.71684
1785553460283360000,1.0109555999952136,19.783262489564024,79.4035242501056,0,0.0,0,0,46.818825,47.393956045391484,1.9550497327778784,20,1158.284475,1142.1731,1254.260435,1282.8612870000002
1785553461317976300,1.0346229000060703,20.297250331378507,81.46650279488834,0,0.0,0,0,52.81900952380953,57.26492515086267,1.900630765513848,21,1163.9677285714286,1152.0264,1273.9823,1302.20646
1785553462330821900,1.0128397999942536,19.74645941057359,79.2558087670483,0,0.0,0,0,47.197019999999995,53.06689239981236,1.7783888974841104,20,1164.975045,1139.3151,1294.4954200000002,1322.574684
1785553463355891500,1.0250701000040863,20.48640380781401,82.225702783316,0,0.0,0,0,49.993166666666674,58.98796810290496,1.8362593909358542,21,1161.762942857143,1151.3403,1269.6715,1300.0887799999998
1785553464388181200,1.0322959999975865,19.374287994961485,77.76203482352705,0,0.0,0,0,53.821025,54.08748986577089,1.8890636867220214,20,1152.3519350000001,1133.35495,1242.8266199999998,1270.9590839999998
