recv_time_ns,seq,send_ts_us,timestamp_mode,latency_ms,payload_bytes,frame_bytes,arrival_interval_ms
1785551189975555600,680803,1785551189002101,epoch_us,973.4546,4096,4110,
1785551190077039500,680804,1785551189052461,epoch_us,1024.5785,4096,4110,101.4839
1785551190083833300,680805,1785551189102470,epoch_us,981.3633,4096,4110,6.7938
1785551190176317600,680806,1785551189152448,epoch_us,1023.8696,4096,4110,92.4843
1785551190181929100,680807,1785551189202505,epoch_us,979.4241,4096,4110,5.6115
1785551190222484800,680808,1785551189252453,epoch_us,970.0318,4096,4110,40.5557
1785551190326764200,680809,1785551189302448,epoch_us,1024.3162,4096,4110,104.2794
1785551190336938800,680810,1785551189352500,epoch_us,984.4388,4096,4110,10.1746
1785551190376731300,680811,1785551189402453,epoch_us,974.2783,4096,4110,39.7925
1785551190481802800,680812,1785551189452450,epoch_us,1029.3528,4096,4110,105.0715
1785551190486884600,680813,1785551189502449,epoch_us,984.4356,4096,4110,5.0818
1785551190526462600,680814,1785551189552460,epoch_us,974.0026,4096,4110,39.578
1785551190583946400,680815,1785551189602447,epoch_us,981.4994,4096,4110,57.4838
1785551190686212600,680816,1785551189652466,epoch_us,1033.7466,4096,4110,102.2662
1785551190693065900,680817,1785551189702450,epoch_us,990.6159,4096,4110,6.8533
1785551190727844400,680818,1785551189752451,epoch_us,975.3934,4096,4110,34.7785
1785551190789250000,680819,1785551189802446,epoch_us,986.804,4096,4110,61.4056
1785551190831162900,680820,1785551189852457,epoch_us,978.7059,4096,4110,41.9129
1785551190891238500,680821,1785551189902453,epoch_us,988.7855,4096,4110,60.0756
1785551190930130600,680822,1785551189952467,epoch_us,977.6636,4096,4110,38.8921
1785551191212363500,680823,1785551190002456,epoch_us,1209.9075,4096,4110,282.2329
1785551191216721800,680824,1785551190052453,epoch_us,1164.2688,4096,4110,4.3583
1785551191220063600,680825,1785551190102456,epoch_us,1117.6076,4096,4110,3.3418
1785551191223017300,680826,1785551190152455,epoch_us,1070.5623,4096,4110,2.9537
1785551191226355200,680827,1785551190202449,epoch_us,1023.9062,4096,4110,3.3379
1785551191299716700,680828,1785551190252464,epoch_us,1047.2527,4096,4110,73.3615
1785551191307249200,680829,1785551190302450,epoch_us,1004.7992,4096,4110,7.5325
1785551191327118000,680830,1785551190352460,epoch_us,974.658,4096,4110,19.8688
1785551191401514700,680831,1785551190402453,epoch_us,999.0617,4096,4110,74.3967
1785551191505399800,680832,1785551190452452,epoch_us,1052.9478,4096,4110,103.8851
1785551191511389200,680833,1785551190502447,epoch_us,1008.9422,4096,4110,5.9894
1785551191531354500,680834,1785551190552467,epoch_us,978.8875,4096,4110,19.9653
1785551191604222100,680835,1785551190602447,epoch_us,1001.7751,4096,4110,72.8676
1785551191709421400,680836,1785551190652454,epoch_us,1056.9674,4096,4110,105.1993
1785551191716414300,680837,1785551190702448,epoch_us,1013.9663,4096,4110,6.9929
1785551191726371900,680838,1785551190752457,epoch_us,973.9149,4096,4110,9.9576
1785551191814880400,680839,1785551190802449,epoch_us,1012.4314,4096,4110,88.5085
1785551191913910100,680840,1785551190852450,epoch_us,1061.4601,4096,4110,99.0297
1785551191921439000,680841,1785551190902459,epoch_us,1018.98,4096,4110,7.5289
1785551191927639000,680842,1785551190952458,epoch_us,975.181,4096,4110,6.2
1785551192176021700,680843,1785551191002449,epoch_us,1173.5727,4096,4110,248.3827
1785551192180330200,680844,1785551191052458,epoch_us,1127.8722,4096,4110,4.3085
1785551192184808900,680845,1785551191102447,epoch_us,1082.3619,4096,4110,4.4787
1785551192219719200,680846,1785551191152455,epoch_us,1067.2642,4096,4110,34.9103
1785551192223710600,680847,1785551191202467,epoch_us,1021.2436,4096,4110,3.9914
1785551192228957000,680848,1785551191252455,epoch_us,976.502,4096,4110,5.2464
1785551192324166900,680849,1785551191302491,epoch_us,1021.6759,4096,4110,95.2099
1785551192330811700,680850,1785551191352470,epoch_us,978.3417,4096,4110,6.6448
1785551192377693100,680851,1785551191402454,epoch_us,975.2391,4096,4110,46.8814
1785551192476710200,680852,1785551191452450,epoch_us,1024.2602,4096,4110,99.0171
1785551192482312200,680853,1785551191502452,epoch_us,979.8602,4096,4110,5.602
1785551192529247300,680854,1785551191552456,epoch_us,976.7913,4096,4110,46.9351
1785551192580519700,680855,1785551191602457,epoch_us,978.0627,4096,4110,51.2724
1785551192634431300,680856,1785551191652459,epoch_us,981.9723,4096,4110,53.9116
1785551192678814100,680857,1785551191702458,epoch_us,976.3561,4096,4110,44.3828
1785551192735363400,680858,1785551191752450,epoch_us,982.9134,4096,4110,56.5493
1785551192834153100,680859,1785551191802466,epoch_us,1031.6871,4096,4110,98.7897
1785551192838901200,680860,1785551191852453,epoch_us,986.4482,4096,4110,4.7481
1785551192876910700,680861,1785551191902460,epoch_us,974.4507,4096,4110,38.0095
1785551192941028900,680862,1785551191952450,epoch_us,988.5789,4096,4110,64.1182
1785551193041538800,680863,1785551192002455,epoch_us,1039.0838,4096,4110,100.5099
1785551193205180600,680864,1785551192052454,epoch_us,1152.7266,4096,4110,163.6418
1785551193210312500,680865,1785551192102467,epoch_us,1107.8455,4096,4110,5.1319
1785551193213937900,680866,1785551192152453,epoch_us,1061.4849,4096,4110,3.6254
1785551193239521000,680867,1785551192202463,epoch_us,1037.058,4096,4110,25.5831
1785551193243486800,680868,1785551192252446,epoch_us,991.0408,4096,4110,3.9658
1785551193278321200,680869,1785551192302456,epoch_us,975.8652,4096,4110,34.8344
1785551193349541100,680870,1785551192352449,epoch_us,997.0921,4096,4110,71.2199
1785551193451485200,680871,1785551192402452,epoch_us,1049.0332,4096,4110,101.9441
1785551193457359500,680872,1785551192452454,epoch_us,1004.9055,4096,4110,5.8743
1785551193477765400,680873,1785551192502457,epoch_us,975.3084,4096,4110,20.4059
1785551193553720700,680874,1785551192552450,epoch_us,1001.2707,4096,4110,75.9553
1785551193657569000,680875,1785551192602455,epoch_us,1055.114,4096,4110,103.8483
1785551193663239500,680876,1785551192652448,epoch_us,1010.7915,4096,4110,5.6705
1785551193679830200,680877,1785551192702468,epoch_us,977.3622,4096,4110,16.5907
1785551193755459100,680878,1785551192752450,epoch_us,1003.0091,4096,4110,75.6289
1785551193873856900,680879,1785551192802454,epoch_us,1071.4029,4096,4110,118.3978
1785551193882598500,680880,1785551192852450,epoch_us,1030.1485,4096,4110,8.7416
1785551193886350800,680881,1785551192915233,epoch_us,971.1178,4096,4110,3.7523
1785551193962716900,680882,1785551192952448,epoch_us,1010.2689,4096,4110,76.3661
1785551194064066500,680883,1785551193002450,epoch_us,1061.6165,4096,4110,101.3496
1785551194260917100,680884,1785551193052464,epoch_us,1208.4531,4096,4110,196.8506
