label,time_filter,capture_start_utc,capture_end_utc,experiment_id,condition_label,read_limit_kib_s,distance_m,fps_mean,rate_kib_s_mean,loss_rate_max,crc_errors_total,interval_jitter_ms_mean,latency_p95_ms,latency_p99_ms,longest_missing_run,summary_path,bandwidth_jitter_kib_s_max,bandwidth_jitter_kib_s_mean,db_path,duration_s,expected_frames,fps_max,fps_min,frame_count,generated_at,interval_jitter_ms_max,latency_avg_ms,latency_count,latency_p50_ms,latency_window_p95_max_ms,loss_rate_mean,missing_frames_by_gaps,missing_frames_window_sum,old_frames_total,rate_kib_s_max,rate_kib_s_min,seq_max,seq_min,total_missing_by_seq
baseline-near,last 10 minutes,2026-08-01T02:34:40.058763+00:00,2026-08-01T02:44:40.046203+00:00,baseline-near-001,baseline-near,,1,19.988095700306538,80.22565754712878,0.0,0,49.73980091644258,1144.55512,1188.1564400000002,1,reports\bandwidth_summary_20260801_110109.csv,5.202606466260927,2.005559692035617,captures\bandwidth_capture.sqlite3,599.9874396,11793,21.751663433726783,17.12070166764337,11788,2026-08-01T03:01:09.893909+00:00,81.44070643893065,1025.2015902103835,11788,1013.15485,1369.7291,0.0,5,0,0,87.30403975841512,68.7168787636858,702271,690479,5
20260801_110007,last 10 minutes,2026-08-01T02:34:40.058763+00:00,2026-08-01T02:44:40.046203+00:00,,,,,19.988095700306538,80.22565754712878,0.0,0,49.73980091644258,1144.55512,1188.1564400000002,1,reports\bandwidth_summary_20260801_110007.csv,5.202606466260927,2.005559692035617,captures\bandwidth_capture.sqlite3,599.9874396,11793,21.751663433726783,17.12070166764337,11788,2026-08-01T03:00:07.082076+00:00,81.44070643893065,1025.2015902103835,11788,1013.15485,1369.7291,0.0,5,0,0,87.30403975841512,68.7168787636858,702271,690479,5
